"source","target","weight","celltype"
"TNR","AC019205.1",0.989,"OPCs"
"TNR","SLC16A10",0.985,"OPCs"
"TNR","FAM120B",0.167,"OPCs"
"TNR","TNS3",0.914,"OPCs"
"TNR","VKORC1L1",0.296,"OPCs"
"TNR","CREB3L2",0.749,"OPCs"
"TNR","HIPK2",0.891,"OPCs"
"TNR","PTPRN2",0.726,"OPCs"
"TNR","PHKA2",0.983,"OPCs"
"TNR","JADE3",0.988,"OPCs"
"TNR","DLC1",0.976,"OPCs"
"TNR","WASHC5",0.985,"OPCs"
"TNR","KANK1",0.547,"OPCs"
"TNR","ABHD17B",0.989,"OPCs"
"TNR","MFSD14C",0.603,"OPCs"
"TNR","INVS",0.984,"OPCs"
"TNR","BTBD10",0.985,"OPCs"
"TNR","OPCML",0.543,"OPCs"
"TNR","CDC123",0.984,"OPCs"
"TNR","MAPK8",0.69,"OPCs"
"TNR","EIF4EBP2",0.985,"OPCs"
"TNR","MED21",0.453,"OPCs"
"TNR","GLTP",0.985,"OPCs"
"TNR","USP8",0.972,"OPCs"
"TNR","RAB11A",0.862,"OPCs"
"TNR","NKD1",0.981,"OPCs"
"TNR","HYDIN",0.989,"OPCs"
"TNR","RHBDL3",0.974,"OPCs"
"TNR","PTPN1",0.979,"OPCs"
"TNR","MYT1",0.734,"OPCs"
"TNR","FBXO27",0.987,"OPCs"
"TNR","SHANK3",0.95,"OPCs"
"TNR","DSCAM",0.818,"OPCs"
"ASTN1","EPB41",0.98,"OPCs"
"ASTN1","AGL",0.98,"OPCs"
"ASTN1","ILDR2",0.866,"OPCs"
"ASTN1","DDX59",0.983,"OPCs"
"ASTN1","CNST",0.98,"OPCs"
"ASTN1","EIF2AK2",0.976,"OPCs"
"ASTN1","UBE2E3",0.96,"OPCs"
"ASTN1","ALS2",0.987,"OPCs"
"ASTN1","ENTPD3-AS1",0.975,"OPCs"
"ASTN1","CFAP44",0.975,"OPCs"
"ASTN1","MRAS",0.978,"OPCs"
"ASTN1","ADGRA3",0.98,"OPCs"
"ASTN1","STIM2",0.976,"OPCs"
"ASTN1","APBB2",0.202,"OPCs"
"ASTN1","DROSHA",0.734,"OPCs"
"ASTN1","KIF2A",0.971,"OPCs"
"ASTN1","NRG2",0.753,"OPCs"
"ASTN1","FAXC",0.976,"OPCs"
"ASTN1","CEP85L",0.95,"OPCs"
"ASTN1","PPP1R14C",0.986,"OPCs"
"ASTN1","AMPH",0.603,"OPCs"
"ASTN1","NRF1",0.974,"OPCs"
"ASTN1","PAXIP1",0.982,"OPCs"
"ASTN1","ARHGAP6",0.981,"OPCs"
"ASTN1","NTRK2",0.338,"OPCs"
"ASTN1","GRAMD1B",0.977,"OPCs"
"ASTN1","LRMDA",0.962,"OPCs"
"ASTN1","GRIN2B",0.973,"OPCs"
"ASTN1","TMEM117",0.959,"OPCs"
"ASTN1","SACS",0.984,"OPCs"
"ASTN1","COG6",0.982,"OPCs"
"ASTN1","SYT16",0.981,"OPCs"
"ASTN1","GPR176",0.981,"OPCs"
"ASTN1","NPTN",0.981,"OPCs"
"ASTN1","ECI1",0.985,"OPCs"
"ASTN1","TRIM16L",0.739,"OPCs"
"ASTN1","USP25",0.928,"OPCs"
"ASTN1","SYNJ1",0.987,"OPCs"
"RASAL2","UGGT1",0.917,"OPCs"
"RASAL2","H2AFY",0.917,"OPCs"
"RASAL2","SNX19",0.903,"OPCs"
"RASAL2","FAM98B",0.901,"OPCs"
"RASAL2","SLCO3A1",0.908,"OPCs"
"ABL2","HECTD1",0.304,"OPCs"
"CEP350","SHARPIN",0.824,"OPCs"
"NMNAT2","C9orf147",0.863,"OPCs"
"NMNAT2","CNNM1",0.885,"OPCs"
"C1orf21","USF1",0.3,"OPCs"
"C1orf21","ZNF512",0.966,"OPCs"
"C1orf21","PRKCE",0.317,"OPCs"
"C1orf21","ILKAP",0.976,"OPCs"
"C1orf21","GSK3B",0.461,"OPCs"
"C1orf21","ARHGAP10",0.602,"OPCs"
"C1orf21","YTHDC2",0.969,"OPCs"
"C1orf21","DNAJC18",0.975,"OPCs"
"C1orf21","AC007566.1",0.966,"OPCs"
"C1orf21","AF117829.1",0.965,"OPCs"
"C1orf21","TSC1",0.963,"OPCs"
"C1orf21","CUTC",0.978,"OPCs"
"C1orf21","CAPRIN2",0.975,"OPCs"
"C1orf21","MAP3K12",0.976,"OPCs"
"C1orf21","ANKRD13A",0.971,"OPCs"
"C1orf21","ZNF84",0.977,"OPCs"
"C1orf21","PHKB",0.751,"OPCs"
"C1orf21","CEP192",0.573,"OPCs"
"C1orf21","ZSCAN30",0.973,"OPCs"
"C1orf21","RAB22A",0.97,"OPCs"
"C1orf21","OSBPL2",0.969,"OPCs"
"C1orf21","ZNF568",0.71,"OPCs"
"EDEM3","PPIL4",0.813,"OPCs"
"RNF2","EIF2S1",0.832,"OPCs"
"BRINP3","EWSR1",0.814,"OPCs"
"AL354771.1","RTP5",0.895,"OPCs"
"AL354771.1","CCS",0.902,"OPCs"
"AL354771.1","AL117190.2",0.804,"OPCs"
"AL354771.1","ZNF790",0.727,"OPCs"
"CRB1","DACH2",0.929,"OPCs"
"CRB1","RTN3",0.905,"OPCs"
"CRB1","CLEC2D",0.889,"OPCs"
"CRB1","LGR5",0.911,"OPCs"
"CRB1","TMEM230",0.92,"OPCs"
"NEK7","HEATR5B",0.909,"OPCs"
"NEK7","PAPOLG",0.905,"OPCs"
"NEK7","ELMOD2",0.902,"OPCs"
"NEK7","SPIN3",0.91,"OPCs"
"MIR181A1HG","MTF1",0.94,"OPCs"
"MIR181A1HG","AC093157.1",0.933,"OPCs"
"MIR181A1HG","PRRX1",0.953,"OPCs"
"MIR181A1HG","FOXN2",0.94,"OPCs"
"MIR181A1HG","ZEB2",0.879,"OPCs"
"MIR181A1HG","VTA1",0.95,"OPCs"
"MIR181A1HG","PRCP",0.946,"OPCs"
"MIR181A1HG","DNAAF4",0.956,"OPCs"
"MIR181A1HG","NCOA5",0.94,"OPCs"
"CAMSAP2","GPBP1L1",0.924,"OPCs"
"CAMSAP2","STRN",0.937,"OPCs"
"CAMSAP2","ATL2",0.933,"OPCs"
"CAMSAP2","AADAT",0.937,"OPCs"
"CAMSAP2","TCEAL4",0.94,"OPCs"
"CAMSAP2","FXR2",0.945,"OPCs"
"CAMSAP2","SLC37A1",0.954,"OPCs"
"NAV1","PARD3B",0.917,"OPCs"
"NAV1","MAGI1",0.298,"OPCs"
"NAV1","TNK2",0.431,"OPCs"
"NAV1","AC069120.1",0.894,"OPCs"
"NAV1","ZCCHC24",0.331,"OPCs"
"NAV1","VSIG10",0.919,"OPCs"
"IPO9-AS1","AGBL5",0.959,"OPCs"
"IPO9-AS1","PAQR3",0.672,"OPCs"
"IPO9-AS1","SEMA6A-AS1",0.897,"OPCs"
"IPO9-AS1","FGF1",0.961,"OPCs"
"IPO9-AS1","DIAPH2-AS1",0.889,"OPCs"
"IPO9-AS1","LRP4-AS1",0.541,"OPCs"
"IPO9-AS1","PCDH9-AS2",0.528,"OPCs"
"IPO9-AS1","TOX4",0.95,"OPCs"
"IPO9-AS1","PSMA3",0.957,"OPCs"
"IPO9-AS1","USP3-AS1",0.965,"OPCs"
"IPO9-AS1","MAPK8IP3",0.928,"OPCs"
"IPO9-AS1","MIR762HG",0.963,"OPCs"
"IPO9-AS1","LINC01572",0.958,"OPCs"
"IPO9-AS1","TMEM241",0.997,"OPCs"
"IPO9-AS1","ELAVL3",0.96,"OPCs"
"IPO9-AS1","ACTN4",0.961,"OPCs"
"SHISA4","KIAA2013",0.835,"OPCs"
"SHISA4","SNX17",0.923,"OPCs"
"SHISA4","CDIPT",0.884,"OPCs"
"SHISA4","MCRIP1",0.923,"OPCs"
"SHISA4","PLPPR2",0.92,"OPCs"
"GPR37L1","SYT11",0.939,"OPCs"
"GPR37L1","CSPG5",0.739,"OPCs"
"GPR37L1","DAG1",0.766,"OPCs"
"GPR37L1","PODXL2",0.73,"OPCs"
"GPR37L1","CASKIN2",0.928,"OPCs"
"GPR37L1","GAL3ST1",0.749,"OPCs"
"SOX13","SLC29A3",0.91,"OPCs"
"SOX13","JUP",0.897,"OPCs"
"SOX13","ACSS1",0.91,"OPCs"
"SOX13","ZNF98",0.903,"OPCs"
"PLEKHA6","SSR3",0.788,"OPCs"
"LRRN2","DTX1",0.811,"OPCs"
"NFASC","FAF1",0.292,"OPCs"
"NFASC","TRIM52",0.927,"OPCs"
"NFASC","TSPAN13",0.913,"OPCs"
"NFASC","ZDHHC2",0.945,"OPCs"
"NFASC","ERLIN2",0.929,"OPCs"
"NFASC","USP20",0.931,"OPCs"
"NFASC","BCL2L1",0.934,"OPCs"
"NUCKS1","YWHAE",0.8,"OPCs"
"NUCKS1","BECN1",0.982,"OPCs"
"PLXNA2","EDC3",0.793,"OPCs"
"SYT14","SFPQ",0.573,"OPCs"
"SYT14","TRAPPC3",0.897,"OPCs"
"SYT14","RNLS",0.886,"OPCs"
"SYT14","CHUK",0.907,"OPCs"
"SYT14","RSAD1",0.922,"OPCs"
"RCOR3","MYSM1",0.706,"OPCs"
"RCOR3","CD46",0.98,"OPCs"
"RCOR3","PARP14",0.382,"OPCs"
"RCOR3","TMEM165",0.964,"OPCs"
"RCOR3","METAP1",0.974,"OPCs"
"RCOR3","GSTCD",0.971,"OPCs"
"RCOR3","LARP7",0.965,"OPCs"
"RCOR3","KIF3A",0.724,"OPCs"
"RCOR3","TENT5A",0.968,"OPCs"
"RCOR3","ZNF484",0.977,"OPCs"
"RCOR3","ZNF189",0.966,"OPCs"
"RCOR3","NUP188",0.974,"OPCs"
"RCOR3","ZNF143",0.972,"OPCs"
"RCOR3","PIK3C2A",0.947,"OPCs"
"RCOR3","APIP",0.966,"OPCs"
"RCOR3","YME1L1",0.975,"OPCs"
"RCOR3","SLC11A2",0.974,"OPCs"
"RCOR3","MRPL42",0.971,"OPCs"
"RCOR3","PCTP",0.975,"OPCs"
"RCOR3","ABCA5",0.961,"OPCs"
"RCOR3","ZNF561",0.67,"OPCs"
"LPGAT1","UBE2Q2L",0.81,"OPCs"
"LPGAT1","ZNF14",0.831,"OPCs"
"TATDN3","SEPT3",0.896,"OPCs"
"RPS6KC1","SH3BP5",0.804,"OPCs"
"PROX1","UBE2J2",0.859,"OPCs"
"KCTD3","PLSCR4",0.815,"OPCs"
"KCTD3","WDR11",0.854,"OPCs"
"ESRRG","SPIN1",0.871,"OPCs"
"ESRRG","SPESP1",0.861,"OPCs"
"GPATCH2","SEC11A",0.806,"OPCs"
"IARS2","DERL1",0.835,"OPCs"
"MARK1","NECAP2",0.863,"OPCs"
"MARK1","LONRF2",0.863,"OPCs"
"MIA3","CBLL1",0.979,"OPCs"
"BROX","UNG",0.791,"OPCs"
"SUSD4","AL356599.1",0.924,"OPCs"
"SUSD4","TBC1D2",0.942,"OPCs"
"SUSD4","DDX25",0.54,"OPCs"
"SUSD4","IDI2-AS1",0.915,"OPCs"
"SUSD4","VASH1",0.328,"OPCs"
"SUSD4","ZNF135",0.912,"OPCs"
"SUSD4","IFT27",0.931,"OPCs"
"DEGS1","SRSF10",0.677,"OPCs"
"DEGS1","SELENOF",0.859,"OPCs"
"CNIH3","MTR",0.905,"OPCs"
"CNIH3","PPARG",0.732,"OPCs"
"CNIH3","GMDS-DT",0.881,"OPCs"
"CNIH3","PANK2",0.894,"OPCs"
"LBR","DACT3",0.814,"OPCs"
"SRP9","PRDX3",0.823,"OPCs"
"CDC42BPA","NIT1",0.934,"OPCs"
"CDC42BPA","DZIP3",0.937,"OPCs"
"CDC42BPA","ATRX",0.954,"OPCs"
"CDC42BPA","SIRT1",0.942,"OPCs"
"CDC42BPA","MAPKAPK5-AS1",0.569,"OPCs"
"CDC42BPA","SUZ12",0.921,"OPCs"
"CDC42BPA","LRP3",0.929,"OPCs"
"CDC42BPA","ZNF227",0.947,"OPCs"
"ARF1","STMN3",0.804,"OPCs"
"DISC1","CCNT2-AS1",0.92,"OPCs"
"DISC1","GSDME",0.922,"OPCs"
"DISC1","DHRSX",0.924,"OPCs"
"DISC1","RHOJ",0.934,"OPCs"
"DISC1","AC092378.1",0.918,"OPCs"
"DISC1","CARD8",0.927,"OPCs"
"SIPA1L2","AP006621.3",0.858,"OPCs"
"PCNX2","SZT2",0.958,"OPCs"
"PCNX2","RPAP2",0.978,"OPCs"
"PCNX2","KIAA1841",0.982,"OPCs"
"PCNX2","ALMS1",0.976,"OPCs"
"PCNX2","LIMS1",0.975,"OPCs"
"PCNX2","ARPC2",0.982,"OPCs"
"PCNX2","CNOT9",0.988,"OPCs"
"PCNX2","HTT",0.974,"OPCs"
"PCNX2","CCDC149",0.981,"OPCs"
"PCNX2","ZNF346",0.978,"OPCs"
"PCNX2","E2F3",0.985,"OPCs"
"PCNX2","ORC3",0.976,"OPCs"
"PCNX2","CNKSR3",0.976,"OPCs"
"PCNX2","HECW1",0.336,"OPCs"
"PCNX2","PILRB",0.982,"OPCs"
"PCNX2","METTL2B",0.985,"OPCs"
"PCNX2","ALG13",0.986,"OPCs"
"PCNX2","SLC20A2",0.986,"OPCs"
"PCNX2","RALGPS1",0.967,"OPCs"
"PCNX2","EHMT1",0.605,"OPCs"
"PCNX2","AP003059.2",0.987,"OPCs"
"PCNX2","KCNMA1",0.571,"OPCs"
"PCNX2","BTAF1",0.959,"OPCs"
"PCNX2","PLEKHH1",0.312,"OPCs"
"PCNX2","TMED8",0.992,"OPCs"
"PCNX2","DGLUCY",0.727,"OPCs"
"PCNX2","INO80",0.98,"OPCs"
"PCNX2","STARD9",0.985,"OPCs"
"PCNX2","UBFD1",0.494,"OPCs"
"PCNX2","RTF2",0.975,"OPCs"
"PCNX2","SIRT6",0.986,"OPCs"
"PCNX2","ZNF43",0.978,"OPCs"
"PCNX2","ANKRD27",0.982,"OPCs"
"PCNX2","ZNF780B",0.986,"OPCs"
"PCNX2","GRIK5",0.487,"OPCs"
"PCNX2","KREMEN1",0.973,"OPCs"
"PCNX2","THOC5",0.979,"OPCs"
"TARBP1","RSAD2",0.925,"OPCs"
"TARBP1","CARF",0.938,"OPCs"
"TARBP1","PDCD6IP",0.922,"OPCs"
"TARBP1","DTWD2",0.911,"OPCs"
"TARBP1","FRRS1L",0.767,"OPCs"
"TARBP1","AC008014.1",0.935,"OPCs"
"IRF2BP2","SNRPF",0.921,"OPCs"
"IRF2BP2","SOX21",0.895,"OPCs"
"IRF2BP2","ZNF814",0.714,"OPCs"
"IRF2BP2","ZMAT5",0.906,"OPCs"
"ARID4B","CDC27",0.789,"OPCs"
"B3GALNT2","METTL2A",0.875,"OPCs"
"LYST","OLIG2",0.294,"OPCs"
"MTR","FARSB",0.651,"OPCs"
"MTR","RMND1",0.918,"OPCs"
"MTR","SUPV3L1",0.913,"OPCs"
"MTR","NUP107",0.623,"OPCs"
"MTR","ATP5S",0.909,"OPCs"
"RYR2","ZNF385B",0.856,"OPCs"
"RYR2","ROBO2",0.674,"OPCs"
"RYR2","TENM2",0.586,"OPCs"
"RYR2","KCNQ5",0.862,"OPCs"
"RYR2","NKAIN2",0.236,"OPCs"
"RYR2","NRG1",0.217,"OPCs"
"RYR2","CACNA1B",0.879,"OPCs"
"RYR2","SYT1",0.711,"OPCs"
"FMN2","CDC42BPA",0.482,"OPCs"
"RGS7","L2HGDH",0.809,"OPCs"
"CEP170","ANAPC10",0.911,"OPCs"
"CEP170","KDM1B",0.927,"OPCs"
"CEP170","TMLHE",0.92,"OPCs"
"CEP170","YLPM1",0.901,"OPCs"
"CEP170","TRAPPC8",0.902,"OPCs"
"CEP170","ZNF565",0.488,"OPCs"
"SDCCAG8","KIN",0.865,"OPCs"
"SDCCAG8","GDPD1",0.843,"OPCs"
"AKT3","NEK7",0.732,"OPCs"
"AKT3","CAPN7",0.527,"OPCs"
"AKT3","TFDP2",0.957,"OPCs"
"AKT3","CNOT6L",0.982,"OPCs"
"AKT3","RNF150",0.928,"OPCs"
"AKT3","INPP4B",0.982,"OPCs"
"AKT3","LRBA",0.962,"OPCs"
"AKT3","GOLPH3",0.976,"OPCs"
"AKT3","BRIX1",0.978,"OPCs"
"AKT3","RICTOR",0.975,"OPCs"
"AKT3","FBXL4",0.97,"OPCs"
"AKT3","MKLN1",0.691,"OPCs"
"AKT3","REPS2",0.805,"OPCs"
"AKT3","TNKS",0.85,"OPCs"
"AKT3","SGMS1",0.916,"OPCs"
"AKT3","AC008124.1",0.978,"OPCs"
"AKT3","CAPS2",0.98,"OPCs"
"AKT3","RNASEH2B",0.98,"OPCs"
"AKT3","TPP2",0.957,"OPCs"
"AKT3","TXNDC16",0.808,"OPCs"
"AKT3","FAM214A",0.964,"OPCs"
"AKT3","USP3",0.729,"OPCs"
"AKT3","HMOX2",0.971,"OPCs"
"AKT3","CYLD",0.979,"OPCs"
"AKT3","BBS2",0.976,"OPCs"
"AKT3","ZCCHC14",0.659,"OPCs"
"AKT3","TCF4",0.178,"OPCs"
"AKT3","NAA20",0.98,"OPCs"
"AKT3","PHACTR3",0.495,"OPCs"
"AKT3","C19orf25",0.971,"OPCs"
"AKT3","TNRC6B",0.259,"OPCs"
"AL591885.1","AC007402.1",0.853,"OPCs"
"AL591885.1","SPEF2",0.867,"OPCs"
"HNRNPU","MED13L",0.443,"OPCs"
"KIF26B","THEM4",0.963,"OPCs"
"KIF26B","MPZL1",0.958,"OPCs"
"KIF26B","CREB1",0.963,"OPCs"
"KIF26B","AC099669.1",0.962,"OPCs"
"KIF26B","EPHB1",0.968,"OPCs"
"KIF26B","WWC1",0.971,"OPCs"
"KIF26B","NT5DC1",0.973,"OPCs"
"KIF26B","KAT6B",0.856,"OPCs"
"KIF26B","DNMBP",0.958,"OPCs"
"KIF26B","AVEN",0.976,"OPCs"
"KIF26B","AC048382.5",0.953,"OPCs"
"KIF26B","LINS1",0.972,"OPCs"
"KIF26B","CDYL2",0.981,"OPCs"
"KIF26B","SOCS6",0.973,"OPCs"
"KIF26B","SHLD1",0.964,"OPCs"
"KIF26B","DGCR8",0.959,"OPCs"
"ZNF496","MFSD14B",0.831,"OPCs"
"PXDN","PPIE",0.897,"OPCs"
"PXDN","ADCY3",0.905,"OPCs"
"PXDN","ZNF583",0.909,"OPCs"
"TRAPPC12","CUL9",0.885,"OPCs"
"TRAPPC12","TSNARE1",0.903,"OPCs"
"TRAPPC12","HSF1",0.914,"OPCs"
"RPS7","DEGS1",0.715,"OPCs"
"RPS7","TM2D3",0.87,"OPCs"
"RPS7","LIN7B",0.891,"OPCs"
"RNF144A","BCHE",0.904,"OPCs"
"RNF144A","SORBS2",0.655,"OPCs"
"RNF144A","AAMDC",0.903,"OPCs"
"RNF144A","NAALAD2",0.9,"OPCs"
"ID2","FLOT1",0.865,"OPCs"
"ID2","GTPBP3",0.953,"OPCs"
"PDIA6","STARD3NL",0.996,"OPCs"
"PDIA6","LEPROTL1",0.963,"OPCs"
"KCNF1","CLSTN1",0.622,"OPCs"
"ROCK2","CPD",0.789,"OPCs"
"MIR3681HG","POLR3G",0.829,"OPCs"
"MIR3681HG","AC004540.1",0.848,"OPCs"
"NBAS","KDM1A",0.98,"OPCs"
"NBAS","OSBPL9",0.971,"OPCs"
"NBAS","SCP2",0.985,"OPCs"
"NBAS","ITGB1BP1",0.98,"OPCs"
"NBAS","LRPPRC",0.979,"OPCs"
"NBAS","TMEM131",0.916,"OPCs"
"NBAS","STK39",0.201,"OPCs"
"NBAS","TLK1",0.981,"OPCs"
"NBAS","TBC1D23",0.977,"OPCs"
"NBAS","DHX36",0.979,"OPCs"
"NBAS","WDFY3",0.71,"OPCs"
"NBAS","IBTK",0.978,"OPCs"
"NBAS","SFT2D1",0.98,"OPCs"
"NBAS","LMBR1",0.978,"OPCs"
"NBAS","AGPAT5",0.977,"OPCs"
"NBAS","CNOT7",0.988,"OPCs"
"NBAS","ELP3",0.982,"OPCs"
"NBAS","ATP6V1C1",0.98,"OPCs"
"NBAS","JAK2",0.975,"OPCs"
"NBAS","ACO1",0.984,"OPCs"
"NBAS","METTL15",0.982,"OPCs"
"NBAS","HSD17B12",0.979,"OPCs"
"NBAS","PICALM",0.416,"OPCs"
"NBAS","TNKS2",0.727,"OPCs"
"NBAS","FAM204A",0.984,"OPCs"
"NBAS","DERA",0.73,"OPCs"
"NBAS","VEZT",0.987,"OPCs"
"NBAS","MIPEP",0.988,"OPCs"
"NBAS","DZIP1",0.936,"OPCs"
"NBAS","GPHN",0.375,"OPCs"
"NBAS","ARHGAP17",0.974,"OPCs"
"NBAS","CNOT1",0.982,"OPCs"
"NBAS","MBTPS1",0.985,"OPCs"
"NBAS","MSI2",0.221,"OPCs"
"NBAS","AC124254.1",0.984,"OPCs"
"NBAS","UCKL1",0.98,"OPCs"
"VSNL1","ATP1B1",0.817,"OPCs"
"PUM2","RNF146",0.618,"OPCs"
"ATAD2B","CUL2",0.857,"OPCs"
"ATAD2B","ESCO1",0.863,"OPCs"
"ITSN2","ANKRD54",0.804,"OPCs"
"NCOA1","DOCK7",0.97,"OPCs"
"NCOA1","AHCYL1",0.816,"OPCs"
"NCOA1","IFI16",0.976,"OPCs"
"NCOA1","SOAT1",0.975,"OPCs"
"NCOA1","KCTD3",0.902,"OPCs"
"NCOA1","LPIN1",0.983,"OPCs"
"NCOA1","SLC35F5",0.974,"OPCs"
"NCOA1","ALDH1L1",0.731,"OPCs"
"NCOA1","ALDH1L1-AS2",0.981,"OPCs"
"NCOA1","BCL6",0.956,"OPCs"
"NCOA1","PAK2",0.967,"OPCs"
"NCOA1","SLC9B2",0.975,"OPCs"
"NCOA1","FGF2",0.973,"OPCs"
"NCOA1","ELF2",0.865,"OPCs"
"NCOA1","AC022414.1",0.957,"OPCs"
"NCOA1","SLC22A5",0.981,"OPCs"
"NCOA1","TPST1",0.27,"OPCs"
"NCOA1","AASS",0.962,"OPCs"
"NCOA1","RPGR",0.716,"OPCs"
"NCOA1","TNFRSF10B",0.961,"OPCs"
"NCOA1","SLC24A2",0.832,"OPCs"
"NCOA1","PRRC2B",0.708,"OPCs"
"NCOA1","RALGDS",0.345,"OPCs"
"NCOA1","VWA5A",0.983,"OPCs"
"NCOA1","PIP4K2A",0.876,"OPCs"
"NCOA1","DLG5",0.825,"OPCs"
"NCOA1","PLPP4",0.886,"OPCs"
"NCOA1","RAB3IP",0.525,"OPCs"
"NCOA1","ANKRD10",0.961,"OPCs"
"NCOA1","ENTPD6",0.971,"OPCs"
"NCOA1","TIAM1",0.722,"OPCs"
"DNMT3A","MAP3K10",0.607,"OPCs"
"DTNB","SKA2",0.884,"OPCs"
"DTNB","AC011509.2",0.864,"OPCs"
"RAB10","OTUD7B",0.892,"OPCs"
"RAB10","DOCK11",0.861,"OPCs"
"RAB10","ZMYND8",0.932,"OPCs"
"BABAM2","AC106869.1",0.913,"OPCs"
"BABAM2","MCCC2",0.903,"OPCs"
"BABAM2","DIAPH1",0.91,"OPCs"
"BABAM2","BBS4",0.903,"OPCs"
"BIRC6","YY1AP1",0.948,"OPCs"
"BIRC6","NUP133",0.942,"OPCs"
"BIRC6","GPR155",0.939,"OPCs"
"BIRC6","HSF2",0.949,"OPCs"
"BIRC6","TSG101",0.949,"OPCs"
"BIRC6","SCFD1",0.931,"OPCs"
"BIRC6","TRIM37",0.941,"OPCs"
"LINC00486","MAPRE3",0.918,"OPCs"
"LINC00486","LINC00504",0.931,"OPCs"
"LINC00486","PHYKPL",0.751,"OPCs"
"LINC00486","NKAIN2",0.496,"OPCs"
"LINC00486","SLC26A3",0.397,"OPCs"
"LINC00486","TXNL4A",0.928,"OPCs"
"LINC00486","VPS26C",0.924,"OPCs"
"RMDN2","SNF8",0.798,"OPCs"
"SRSF7","TRMT13",0.882,"OPCs"
"SRSF7","TMEM126B",0.728,"OPCs"
"SOS1","HBS1L",0.817,"OPCs"
"MAP4K3","FMR1",0.862,"OPCs"
"MAP4K3","AQR",0.866,"OPCs"
"SLC8A1","NFIA",0.728,"OPCs"
"SLC8A1","PBX1",0.576,"OPCs"
"SLC8A1","PTPN4",0.916,"OPCs"
"SLC8A1","KLF7",0.937,"OPCs"
"SLC8A1","KAT2B",0.772,"OPCs"
"SLC8A1","LNPEP",0.956,"OPCs"
"SLC8A1","MAP3K5",0.944,"OPCs"
"SLC8A1","ITGB8",0.96,"OPCs"
"SLC8A1","TENM1",0.783,"OPCs"
"SLC8A1","FAM124A",0.951,"OPCs"
"SLC8A1","SIPA1L1",0.778,"OPCs"
"SLC8A1","TANC2",0.5,"OPCs"
"THADA","UTP20",0.904,"OPCs"
"LRPPRC","ECD",0.816,"OPCs"
"PPM1B","N4BP2L1",0.858,"OPCs"
"PPM1B","SLC25A18",0.869,"OPCs"
"SRBD1","KCTD5",0.852,"OPCs"
"PRKCE","GLOD4",0.809,"OPCs"
"FBXO11","GPBP1",0.857,"OPCs"
"FBXO11","UTP6",0.876,"OPCs"
"NRXN1","TM2D1",0.989,"OPCs"
"NRXN1","NAV1",0.777,"OPCs"
"NRXN1","LINC01122",0.982,"OPCs"
"NRXN1","MEIS1",0.975,"OPCs"
