source	target	weight	celltype	type
ABLIM1	SNAP25-AS1	0.972	Astrocytes	directed
ABLIM1	SNAPC1	0.965	Astrocytes	directed
ABLIM1	SPATA6L	0.984	Astrocytes	directed
ABLIM1	SPTAN1	0.802	Astrocytes	directed
ABLIM1	TIAM1	0.812	Inhibitory_neurons	directed
ABLIM1	TRIM37	0.989	Astrocytes	directed
ABLIM1	UBE4B	0.34	Astrocytes	directed
ABLIM1	UBR4	0.969	Astrocytes	directed
ABLIM1	UNK	0.979	Astrocytes	directed
ABLIM1	UTRN	0.398	Astrocytes	directed
ABLIM1	VPS35L	0.954	Astrocytes	directed
ABLIM1	WDR59	0.976	Astrocytes	directed
ABLIM1	WWC1	0.804	Astrocytes	directed
ABLIM1	ZFHX3	0.859	Astrocytes	directed
ABLIM1	ZNF106	0.972	Astrocytes	directed
ABLIM1	ZNF516	0.691	Astrocytes	directed
ABLIM2	ABHD12	0.944	Inhibitory_neurons	directed
ABLIM2	ASRGL1	0.948	Inhibitory_neurons	directed
ABLIM2	GPI	0.932	Inhibitory_neurons	directed
ABLIM2	MGAT5B	0.604	Excitatory_neurons	directed
ABLIM2	MLXIP	0.937	Inhibitory_neurons	directed
ABLIM2	RUFY1	0.917	Inhibitory_neurons	directed
ABLIM2	SLC38A7	0.932	Excitatory_neurons	directed
ABLIM2	TCF25	0.932	Inhibitory_neurons	directed
ABLIM2	USP36	0.936	Inhibitory_neurons	directed
ABLIM2	WIPF2	0.932	Inhibitory_neurons	directed
ABLIM3	AMPH	0.383	OPCs	directed
ABLIM3	CRY2	0.917	OPCs	directed
ABLIM3	GOLM1	0.889	OPCs	directed
ABLIM3	KMT5C	0.858	T_cells	directed
ABLIM3	TCTN2	0.792	Inhibitory_neurons	directed
ABLIM3	TRAPPC6B	0.911	OPCs	directed
ABLIM3	TTC8	0.929	OPCs	directed
ABLIM3	ZCCHC9	0.591	OPCs	directed
ABO	AC021504.1	0.46	T_cells	directed
ABO	AL157392.5	0.94	T_cells	directed
ABO	AP1AR	0.572	T_cells	directed
ABO	ARMH3	0.825735	CAMs	directed
ABO	HEBP2	0.743	T_cells	directed
ABO	MAP2K4	0.861	T_cells	directed
ABO	PDK4	0.953	T_cells	directed
ABO	RCBTB1	0.884	T_cells	directed
ABO	STAT5B	0.604	T_cells	directed
ABR	AC234582.1	0.812	Astrocytes	directed
ABR	ACO2	0.965	Astrocytes	directed
ABR	AP006621.3	0.961	Astrocytes	directed
ABR	AP2A2	0.694	Excitatory_neurons	directed
ABR	ARHGAP1	0.805	Microglia	directed
ABR	ARRB1	0.971	Microglia	directed
ABR	BRF1	0.973	Astrocytes	directed
ABR	CAMKK1	0.789	Inhibitory_neurons	directed
ABR	CAMKK2	0.978	Microglia	directed
ABR	CDC37L1	0.978	Astrocytes	directed
ABR	CROCC	0.98	Microglia	directed
ABR	DAAM2	0.553	Astrocytes	directed
ABR	ENSA	0.265	Astrocytes	directed
ABR	EXD3	0.956	Astrocytes	directed
ABR	FNBP4	0.968	Microglia	directed
ABR	FOXK1	0.565	Excitatory_neurons	directed
ABR	GNG7	0.725	Microglia	directed
ABR	GRIK4	0.966	Astrocytes	directed
ABR	GTF2IRD1	0.887	Astrocytes	directed
ABR	IRF3	0.972	Microglia	directed
ABR	KDM2B	0.966	Astrocytes	directed
ABR	LCMT1	0.968	Microglia	directed
ABR	LTA4H	0.929	Astrocytes	directed
ABR	MAPK8IP3	0.773	Microglia	directed
ABR	MCM3AP	0.971	Microglia	directed
ABR	MECP2	0.973	Microglia	directed
ABR	MYO15B	0.735	Microglia	directed
ABR	PACS2	0.927	Microglia	directed
ABR	PCNT	0.98	Microglia	directed
ABR	PDPK1	0.966	Microglia	directed
ABR	PNPLA7	0.731	Astrocytes	directed
ABR	POU6F1	0.975	Astrocytes	directed
ABR	PRR12	0.975	Microglia	directed
ABR	PRR14L	0.63	Microglia	directed
ABR	PSMD12	0.753	Astrocytes	directed
ABR	RBM17	0.983	Astrocytes	directed
ABR	RBM6	0.532	Microglia	directed
ABR	RFPL1S	0.981	Microglia	directed
ABR	SGPL1	0.928	Astrocytes	directed
ABR	SLC23A2	0.981	Microglia	directed
ABR	ST8SIA5	0.799	OPCs	directed
ABR	SUFU	0.966	Microglia	directed
ABR	TANGO2	0.976	Astrocytes	directed
ABR	TCTN3	0.966	Astrocytes	directed
ABR	TNRC18	0.52	Microglia	directed
ABR	TOR1AIP2	0.972	Astrocytes	directed
ABR	TTC7A	0.74	Astrocytes	directed
ABR	UFM1	0.997	Astrocytes	directed
ABR	ZNF611	0.976	Microglia	directed
ABRAXAS1	TLE3	0.775	Excitatory_neurons	directed
ABRAXAS2	CDC27	0.204	Excitatory_neurons	directed
ABT1	EIF4A3	0.549	Excitatory_neurons	directed
ABTB1	CHID1	0.762	Oligodendrocytes	directed
ABTB2	ANAPC15	0.87538	CAMs	directed
ABTB2	RPUSD2	0.481256	CAMs	directed
ABTB2	WSB1	0.873354	CAMs	directed
AC000058.1	AL121761.1	0.957447	CAMs	directed
AC000058.1	CCDC102B	0.949341	CAMs	directed
AC000058.1	CCND1	0.960486	CAMs	directed
AC000058.1	CCNYL1	0.950355	CAMs	directed
AC000058.1	EML6	0.956434	CAMs	directed
AC000058.1	IFT43	0.945289	CAMs	directed
AC000058.1	LRIG2	0.345491	CAMs	directed
AC000058.1	LRRC23	0.950355	CAMs	directed
AC000058.1	NMI	0.946302	CAMs	directed
AC000058.1	PSD4	0.924012	CAMs	directed
AC000058.1	REXO1	0.95542	CAMs	directed
AC000058.1	RTN4IP1	0.963526	CAMs	directed
AC000058.1	ZCCHC9	0.966565	CAMs	directed
AC000068.1	NDUFB5	0.896657	CAMs	directed
AC000068.1	PP2D1	0.571429	CAMs	directed
AC000068.1	TRMT44	0.899696	CAMs	directed
AC000068.1	UBXN1	0.889564	CAMs	directed
AC001226.2	AC006059.1	0.66	Excitatory_neurons	directed
AC001226.2	AC012358.3	0.876	Excitatory_neurons	directed
AC001226.2	AL450384.2	0.887	Excitatory_neurons	directed
AC001226.2	C12orf40	0.669	Excitatory_neurons	directed
AC001226.2	CARM1	0.528	Excitatory_neurons	directed
AC001226.2	MEF2C-AS2	0.944	Excitatory_neurons	directed
AC001226.2	NLGN3	0.499	Excitatory_neurons	directed
AC001226.2	PTRH2	0.869	Excitatory_neurons	directed
AC001226.2	RORA-AS1	0.867	Excitatory_neurons	directed
AC001226.2	SPATA20	0.806484	CAMs	directed
AC001226.2	TCHP	0.941	Excitatory_neurons	directed
AC002064.1	AC020558.1	0.943262	CAMs	directed
AC002064.1	AC055855.1	0.942249	CAMs	directed
AC002064.1	CCR1	0.947315	CAMs	directed
AC002064.1	CRELD1	0.942249	CAMs	directed
AC002064.1	DLST	0.952381	CAMs	directed
AC002064.1	PRKAA1	0.938197	CAMs	directed
AC002064.1	RPP38	0.93617	CAMs	directed
AC002064.1	RTN4RL2	0.580547	CAMs	directed
AC002064.1	SEMA4G	0.247214	CAMs	directed
AC002064.1	SPAG16	0.942249	CAMs	directed
AC002066.1	PACRGL	0.781155	CAMs	directed
AC002070.1	AC091078.1	0.88	Excitatory_neurons	directed
AC002070.1	AF279873.3	0.808	Excitatory_neurons	directed
AC002070.1	AKAP13	0.844	Excitatory_neurons	directed
AC002091.1	DHCR7	0.857	T_cells	directed
AC002091.1	Z82188.2	0.857	T_cells	directed
AC002127.2	AL845331.2	0.527862	CAMs	directed
AC002127.2	FAM217B	0.874367	CAMs	directed
AC002127.2	SH3D19	0.360689	CAMs	directed
AC002127.2	TBC1D10A	0.382979	CAMs	directed
AC002127.2	ZNF569	0.899696	CAMs	directed
AC002310.1	BCL2L2-PABPN1	0.804	T_cells	directed
AC002310.2	NR1D2	0.782168	CAMs	directed
AC002310.4	DHCR24	0.893	T_cells	directed
AC002310.4	LGI3	0.905	T_cells	directed
AC002310.4	PRCC	0.932118	CAMs	directed
AC002310.4	SGSM3	0.9	T_cells	directed
AC002310.4	SLC30A1	0.908	T_cells	directed
AC002310.5	ATXN7L3B	0.942	T_cells	directed
AC002310.5	BTBD8	0.934	T_cells	directed
AC002310.5	MZF1	0.884	T_cells	directed
AC002310.5	NCBP1	0.926	T_cells	directed
AC002310.5	PRPF40B	0.937	T_cells	directed
AC002310.5	RNF146	0.927	T_cells	directed
AC002383.1	AC006213.2	0.433	T_cells	directed
AC002383.1	DNMBP-AS1	0.85613	CAMs	directed
AC002383.1	PMEL	0.269504	CAMs	directed
AC002428.2	AC036108.3	0.218845	CAMs	directed
AC002429.2	AC001226.2	0.922	OPCs	directed
AC002429.2	AC010127.1	0.514	OPCs	directed
AC002429.2	AL358234.1	0.891591	CAMs	directed
AC002429.2	ANKUB1	0.752	OPCs	directed
AC002429.2	AP000311.1	0.582	OPCs	directed
AC002429.2	BRD2	0.921	OPCs	directed
AC002429.2	CASC2	0.867275	CAMs	directed
AC002429.2	DCDC2B	0.573455	CAMs	directed
AC002429.2	RNF219-AS1	0.605	Astrocytes	directed
AC002429.2	SHANK2	0.822	Astrocytes	directed
AC002429.2	SLC8A1-AS1	0.903	OPCs	directed
AC002429.2	SLCO1C1	0.838	Astrocytes	directed
AC002429.2	SPRY4-AS1	0.791	Oligodendrocytes	directed
AC002429.2	TRIO	0.877406	CAMs	directed
AC002451.1	AC012254.1	0.831814	CAMs	directed
AC002451.1	BMS1	0.871	T_cells	directed
AC002451.1	RNFT1	0.878	T_cells	directed
AC002451.1	SLC46A1	0.83384	CAMs	directed
AC002451.1	ZC3H4	0.882	T_cells	directed
AC002454.1	TRAF4	0.844	T_cells	directed
AC002454.1	VWC2L	0.621074	CAMs	directed
AC002456.1	AP001341.1	0.7923	CAMs	directed
AC002467.1	AC112493.1	0.26849	CAMs	directed
AC002467.1	AL049557.1	0.655	T_cells	directed
AC002467.1	ARHGAP9	0.902736	CAMs	directed
AC002467.1	CNTD1	0.873	T_cells	directed
AC002467.1	FUCA2	0.889564	CAMs	directed
AC002467.1	IRGQ	0.876393	CAMs	directed
AC002467.1	TPO	0.868	T_cells	directed
AC002467.1	ZFAND2B	0.895	T_cells	directed
AC002467.1	ZNF233	0.643	T_cells	directed
AC002470.1	PVALB	0.658561	CAMs	directed
AC002546.1	AC034102.6	0.878419	CAMs	directed
AC002546.1	AC097359.3	0.474164	CAMs	directed
AC002546.1	AC112484.1	0.912867	CAMs	directed
AC002546.1	CLDN1	0.306991	CAMs	directed
AC002546.1	HSPB9	0.539007	CAMs	directed
AC002546.1	LINC01560	0.926039	CAMs	directed
AC002546.1	RGL4	0.326241	CAMs	directed
AC002550.1	BEX4	0.890578	CAMs	directed
AC002550.1	CUTA	0.885512	CAMs	directed
AC002550.1	PSME1	0.881459	CAMs	directed
AC002550.2	AC007686.2	0.592705	CAMs	directed
AC002550.2	AC069277.1	0.607903	CAMs	directed
AC002550.2	ADGRE1	0.903749	CAMs	directed
AC002550.2	AL591501.1	0.937183	CAMs	directed
AC002550.2	FANCG	0.506586	CAMs	directed
AC002550.2	GPR153	0.919959	CAMs	directed
AC002550.2	HHLA3	0.937183	CAMs	directed
AC002550.2	LINC01378	0.93617	CAMs	directed
AC002550.2	SRCIN1	0.935157	CAMs	directed
AC002553.2	AAR2	0.805471	CAMs	directed
AC002553.2	AC005943.1	0.322188	CAMs	directed
AC002553.2	AC010319.4	0.676798	CAMs	directed
AC002553.2	AC068533.4	0.969605	CAMs	directed
AC002553.2	AC109927.1	0.944	T_cells	directed
AC002553.2	AGBL5	0.95	T_cells	directed
AC002553.2	AL157400.3	0.475177	CAMs	directed
AC002553.2	AL359921.1	0.926	T_cells	directed
AC002553.2	CCNQ	0.694022	CAMs	directed
AC002553.2	DALRD3	0.800405	CAMs	directed
AC002553.2	FAM234A	0.971631	CAMs	directed
AC002553.2	FBP1	0.824721	CAMs	directed
AC002553.2	FO393419.2	0.365755	CAMs	directed
AC002553.2	GNB1L	0.975684	CAMs	directed
AC002553.2	ING2	0.966565	CAMs	directed
AC002553.2	LRRC45	0.696049	CAMs	directed
AC002553.2	LSM11	0.471	T_cells	directed
AC002553.2	MCM7	0.960486	CAMs	directed
AC002553.2	MEN1	0.974671	CAMs	directed
AC002553.2	MMAB	0.710233	CAMs	directed
AC002553.2	MPP7	0.972644	CAMs	directed
AC002553.2	MTRF1L	0.899	T_cells	directed
AC002553.2	NAGA	0.943	T_cells	directed
AC002553.2	OXSM	0.967579	CAMs	directed
AC002553.2	PCDH15	0.971631	CAMs	directed
AC002553.2	RAB15	0.716312	CAMs	directed
AC002553.2	SAYSD1	0.94	T_cells	directed
AC002553.2	SEMA6A	0.91	T_cells	directed
AC002553.2	SNRPD1	0.971631	CAMs	directed
AC002553.2	SNX21	0.796353	CAMs	directed
AC002553.2	THSD7A	0.966565	CAMs	directed
AC002553.2	TMEM187	0.485309	CAMs	directed
AC002553.2	URB2	0.927	T_cells	directed
AC002553.2	ZMYM3	0.97771	CAMs	directed
AC002553.2	ZSCAN21	0.632219	CAMs	directed
AC002553.2	ZSCAN29	0.944	T_cells	directed
AC002985.1	AC006974.1	0.736	T_cells	directed
AC002985.1	AC018816.1	0.958	T_cells	directed
AC002985.1	AC091057.3	0.957	T_cells	directed
AC002985.1	AC104135.1	0.962	T_cells	directed
AC002985.1	AL355472.4	0.424	T_cells	directed
AC002985.1	AL391117.1	0.581	T_cells	directed
AC002985.1	AL645941.2	0.718	T_cells	directed
AC002985.1	ANP32E	0.944	T_cells	directed
AC002985.1	ATL1	0.952	T_cells	directed
AC002985.1	BCCIP	0.951	T_cells	directed
AC002985.1	CA5A	0.588	T_cells	directed
AC002985.1	DNAJA4	0.942	T_cells	directed
AC002985.1	IPO11	0.96	T_cells	directed
AC002985.1	LINC02428	0.722	T_cells	directed
AC002985.1	TEDC2	0.919	T_cells	directed
AC002985.1	UBXN10	0.852	T_cells	directed
AC002985.1	ZNF264	0.956	T_cells	directed
AC002996.1	AKTIP	0.942	T_cells	directed
AC002996.1	DHX9	0.718	T_cells	directed
AC002996.1	HELQ	0.903	T_cells	directed
AC002996.1	PDCD11	0.932	T_cells	directed
AC002996.1	PROSER1	0.912	T_cells	directed
AC002996.1	ZFAND4	0.91	T_cells	directed
AC003002.1	A1BG	0.981	T_cells	directed
AC003002.1	AC008915.2	0.977	T_cells	directed
AC003002.1	AC025165.2	0.979	T_cells	directed
AC003002.1	AC087463.1	0.259	T_cells	directed
AC003002.1	AC087623.4	0.707194	CAMs	directed
AC003002.1	AL590764.1	0.985	T_cells	directed
AC003002.1	BCO2	0.982	T_cells	directed
AC003002.1	BRIP1	0.977	T_cells	directed
AC003002.1	CDIPT	0.981	T_cells	directed
AC003002.1	COPRS	0.976	T_cells	directed
AC003002.1	CSKMT	0.979	T_cells	directed
AC003002.1	FKBP2	0.983	T_cells	directed
AC003002.1	FLRT2	0.976	T_cells	directed
AC003002.1	GDA	0.965	T_cells	directed
AC003002.1	HRAS	0.977	T_cells	directed
AC003002.1	MEI1	0.971	T_cells	directed
AC003002.1	METTL5	0.984	T_cells	directed
AC003002.1	OCA2	0.747	T_cells	directed
AC003002.1	PCDH11X	0.98	T_cells	directed
AC003002.1	PLPPR4	0.968	T_cells	directed
AC003002.1	PMAIP1	0.981	T_cells	directed
AC003002.1	PTGIR	0.977	T_cells	directed
AC003002.1	RAB3C	0.982	T_cells	directed
AC003002.1	RAB5IF	0.98	T_cells	directed
AC003002.1	RHOB	0.76	T_cells	directed
AC003002.1	RIN1	0.788	T_cells	directed
AC003002.1	SLC25A22	0.982	T_cells	directed
AC003002.1	SLC27A3	0.766	T_cells	directed
AC003002.1	SMIM27	0.978	T_cells	directed
AC003002.1	SPRYD3	0.98	T_cells	directed
AC003002.1	ZMPSTE24	0.976	T_cells	directed
AC003002.2	TOE1	0.805471	CAMs	directed
AC003005.1	AC003005.2	0.319149	CAMs	directed
AC003005.1	AC067750.1	0.41844	CAMs	directed
AC003005.1	AL356489.2	0.333333	CAMs	directed
AC003005.1	AL357793.1	0.425532	CAMs	directed
AC003005.1	AMACR	0.420466	CAMs	directed
AC003005.1	PTPRD-AS1	0.334347	CAMs	directed
AC003005.1	TMSB15B-1	0.33232	CAMs	directed
AC003005.1	VSX1	0.361702	CAMs	directed
AC003005.1	WISP1	0.410334	CAMs	directed
AC003005.2	AC145350.2	0.542047	CAMs	directed
AC003006.1	VEZF1	0.736	Excitatory_neurons	directed
AC003084.1	AL449403.1	0.568389	CAMs	directed
AC003084.1	CSNK2A2	0.812563	CAMs	directed
AC003102.1	GRID1	0.382	T_cells	directed
AC003666.1	TCEA3	0.835866	CAMs	directed
AC003681.1	AC109587.1	0.881	T_cells	directed
AC003681.1	AL133480.1	0.91	T_cells	directed
AC003681.1	SVBP	0.894	T_cells	directed
AC003681.1	TMEM186	0.905	T_cells	directed
AC003991.1	AC025569.1	0.763	Excitatory_neurons	directed
AC003991.1	AK1	0.541033	CAMs	directed
AC003991.1	SLC38A10	0.783	T_cells	directed
AC003991.1	YIPF7	0.724417	CAMs	directed
AC003991.1	ZNF804B	0.503	Astrocytes	directed
AC004034.1	DNAH8	0.333333	CAMs	directed
AC004034.1	RPS6KA6	0.848024	CAMs	directed
AC004034.1	RTL5	0.850051	CAMs	directed
AC004034.1	TDRD5	0.54002	CAMs	directed
AC004039.1	ZBTB20-AS2	0.363728	CAMs	directed
AC004053.1	ASCL2	0.78	T_cells	directed
AC004076.2	AC092171.4	0.47	T_cells	directed
AC004076.2	DAPP1	0.765957	CAMs	directed
AC004112.1	KIF21B	0.87538	CAMs	directed
AC004112.1	OSBPL5	0.880446	CAMs	directed
AC004112.1	ZNF132	0.716312	CAMs	directed
AC004112.1	ZNF213-AS1	0.888551	CAMs	directed
AC004112.1	ZNF543	0.883485	CAMs	directed
AC004130.1	AC034114.2	0.877	T_cells	directed
AC004130.1	PEX11G	0.603	T_cells	directed
AC004130.1	PITPNM3	0.525	T_cells	directed
AC004130.1	TSPAN18	0.886	T_cells	directed
AC004158.1	CATSPERE	0.838	OPCs	directed
AC004158.1	ELOA-AS1	0.619	OPCs	directed
AC004158.1	KDM3B	0.873	Astrocytes	directed
AC004158.1	LINC01572	0.995	Excitatory_neurons	directed
AC004158.1	MAMLD1	0.816	T_cells	directed
AC004158.1	TIGAR	0.842	Astrocytes	directed
AC004160.2	AC012560.1	0.18845	CAMs	directed
AC004160.2	Z99289.1	0.183384	CAMs	directed
AC004223.3	AC013472.2	0.861196	CAMs	directed
AC004223.3	MALINC1	0.81459	CAMs	directed
AC004231.1	AP000704.1	0.752786	CAMs	directed
AC004233.3	AZGP1	0.791287	CAMs	directed
AC004253.1	AC027020.2	0.813576	CAMs	directed
AC004381.1	AC007614.1	0.689	T_cells	directed
AC004381.1	AC022182.1	0.919959	CAMs	directed
AC004381.1	AC130324.2	0.740628	CAMs	directed
AC004381.1	AC136475.5	0.633	T_cells	directed
AC004381.1	DPF2	0.459	T_cells	directed
AC004381.1	HKDC1	0.922	T_cells	directed
AC004381.1	IPP	0.757852	CAMs	directed
AC004381.1	LINC01422	0.906788	CAMs	directed
AC004381.1	MNS1	0.359	T_cells	directed
AC004381.1	OCM	0.658	T_cells	directed
AC004381.1	PRKAR1B	0.854103	CAMs	directed
AC004381.1	WDR5	0.931	T_cells	directed
AC004381.1	ZNF460-AS1	0.758865	CAMs	directed
AC004448.2	IGFBP5	0.780142	CAMs	directed
AC004466.1	AC104417.2	0.338399	CAMs	directed
AC004466.1	AC129807.1	0.333333	CAMs	directed
AC004466.1	AJ239322.1	0.383992	CAMs	directed
AC004466.1	AL158211.1	0.346505	CAMs	directed
AC004466.1	IDH2-DT	0.327254	CAMs	directed
AC004466.1	NHLH2	0.276596	CAMs	directed
AC004470.1	AIP	0.549139	CAMs	directed
AC004470.1	AL158801.3	0.791287	CAMs	directed
AC004470.1	AL445426.1	0.569402	CAMs	directed
AC004470.1	C1QBP	0.948328	CAMs	directed
AC004470.1	CYC1	0.941236	CAMs	directed
AC004470.1	EIF1AD	0.795339	CAMs	directed
AC004470.1	PFDN6	0.780142	CAMs	directed
AC004470.1	PSMB6	0.957447	CAMs	directed
AC004470.1	SELENOM	0.561297	CAMs	directed
AC004470.1	TAGLN2	0.784195	CAMs	directed
AC004470.1	ZNF808	0.937183	CAMs	directed
AC004494.1	AC005037.1	0.963526	CAMs	directed
AC004494.1	AC092378.1	0.816616	CAMs	directed
AC004494.1	ADAM22	0.961499	CAMs	directed
AC004494.1	AF111169.3	0.545	T_cells	directed
AC004494.1	AL662907.3	0.584	T_cells	directed
AC004494.1	CLECL1	0.719352	CAMs	directed
AC004494.1	ENDOD1	0.331307	CAMs	directed
AC004494.1	FLNA	0.60689	CAMs	directed
AC004494.1	GNB5	0.954407	CAMs	directed
AC004494.1	GTF2H3	0.960486	CAMs	directed
AC004494.1	IDH3A	0.593	T_cells	directed
AC004494.1	IL21R-AS1	0.409	T_cells	directed
AC004494.1	IPPK	0.95846	CAMs	directed
AC004494.1	MARCH3	0.960486	CAMs	directed
AC004494.1	MIR3681HG	0.463	T_cells	directed
AC004494.1	MSANTD3-TMEFF1	0.517	T_cells	directed
AC004494.1	NRG1	0.422492	CAMs	directed
AC004494.1	PAK1IP1	0.730496	CAMs	directed
AC004494.1	RSPH3	0.578	T_cells	directed
AC004494.1	SLC1A2	0.438703	CAMs	directed
AC004494.1	SLC35A5	0.394124	CAMs	directed
AC004494.1	SPRTN	0.813576	CAMs	directed
AC004494.1	UGDH	0.952381	CAMs	directed
AC004494.1	ZNF175	0.956434	CAMs	directed
AC004520.1	AL158055.1	0.450861	CAMs	directed
AC004520.1	CSDC2	0.331307	CAMs	directed
AC004520.1	FAM217A	0.521783	CAMs	directed
AC004520.1	FDXR	0.871327	CAMs	directed
AC004520.1	OXTR	0.512665	CAMs	directed
AC004540.1	AIFM3	0.784	T_cells	directed
AC004540.1	ALK	0.961	T_cells	directed
AC004540.1	GLIDR	0.952	T_cells	directed
AC004540.1	LRRC27	0.72	T_cells	directed
AC004540.1	NOXA1	0.947	T_cells	directed
AC004540.1	PKNOX2	0.948	T_cells	directed
AC004540.1	SPRY4-AS1	0.944	T_cells	directed
AC004540.1	STK33	0.469	T_cells	directed
AC004540.1	WBP2NL	0.952	T_cells	directed
AC004540.1	ZNF627	0.927	T_cells	directed
AC004540.2	EPS8L2	0.8308	CAMs	directed
AC004540.2	GSN-AS1	0.864235	CAMs	directed
AC004551.1	NINL	0.806484	CAMs	directed
AC004551.1	SDCBP	0.797366	CAMs	directed
AC004593.1	BMPR1B	0.302938	CAMs	directed
AC004593.1	LINC01579	0.762918	CAMs	directed
AC004597.1	ACKR2	0.526849	CAMs	directed
AC004597.1	MAZ	0.657548	CAMs	directed
AC004597.1	TACR3	0.676798	CAMs	directed
AC004597.1	TMEM222	0.640324	CAMs	directed
AC004672.1	AC006145.1	0.192503	CAMs	directed
AC004672.1	AC018878.1	0.171226	CAMs	directed
AC004672.1	AL136322.1	0.167173	CAMs	directed
AC004690.2	AC022523.1	0.845998	CAMs	directed
AC004690.2	AC104653.1	0.85309	CAMs	directed
AC004702.1	MKLN1	0.483	T_cells	directed
AC004702.1	PMS2	0.902	T_cells	directed
AC004702.1	ZBTB3	0.815603	CAMs	directed
AC004771.4	AC126755.2	0.502	T_cells	directed
AC004771.4	AL022328.3	0.903	T_cells	directed
AC004771.4	LINC00266-4P	0.893	T_cells	directed
AC004771.4	LINC00381	0.891	T_cells	directed
AC004771.4	NDUFA3	0.590679	CAMs	directed
AC004771.4	OR2M4	0.558	T_cells	directed
AC004771.4	SHISAL1	0.598	T_cells	directed
AC004771.4	TIGIT	0.874367	CAMs	directed
AC004784.1	AC021752.1	0.851	Excitatory_neurons	directed
AC004784.1	AC060809.1	0.856	Excitatory_neurons	directed
AC004784.1	SEC24B-AS1	0.444	Excitatory_neurons	directed
AC004803.1	AC006547.1	0.975684	CAMs	directed
AC004803.1	AC010522.1	0.560284	CAMs	directed
AC004803.1	AC018797.2	0.81459	CAMs	directed
AC004803.1	AC068533.3	0.68997	CAMs	directed
AC004803.1	AP001160.1	0.782168	CAMs	directed
AC004803.1	ARFIP2	0.974671	CAMs	directed
AC004803.1	ART3	0.737589	CAMs	directed
AC004803.1	CCDC65	0.960486	CAMs	directed
AC004803.1	CHEK1	0.968592	CAMs	directed
AC004803.1	CLEC5A	0.965552	CAMs	directed
AC004803.1	CSTF1	0.835866	CAMs	directed
AC004803.1	DBP	0.380952	CAMs	directed
AC004803.1	FN1	0.52381	CAMs	directed
AC004803.1	GRM1	0.97771	CAMs	directed
AC004803.1	HARBI1	0.39311	CAMs	directed
AC004803.1	HMGN2	0.966565	CAMs	directed
AC004803.1	HMGN4	0.971631	CAMs	directed
AC004803.1	HYLS1	0.971631	CAMs	directed
AC004803.1	INKA2	0.727457	CAMs	directed
AC004803.1	MED30	0.964539	CAMs	directed
AC004803.1	OSCAR	0.95846	CAMs	directed
AC004803.1	PER2	0.965552	CAMs	directed
AC004803.1	PYCARD	0.968592	CAMs	directed
AC004803.1	RAC2	0.975684	CAMs	directed
AC004803.1	TCEAL7	0.972644	CAMs	directed
AC004803.1	TCTE3	0.973658	CAMs	directed
AC004803.1	USP44	0.43769	CAMs	directed
AC004805.1	MOSPD2	0.765957	CAMs	directed
AC004812.2	AP001462.1	0.806484	CAMs	directed
AC004812.2	GNB4	0.857	T_cells	directed
AC004812.2	VASH1-AS1	0.851064	CAMs	directed
AC004812.2	ZBTB39	0.891	T_cells	directed
AC004817.4	RFPL1S	0.823708	CAMs	directed
AC004834.1	AC012447.1	0.801418	CAMs	directed
AC004834.1	AL034549.1	0.799	T_cells	directed
AC004834.1	LINC02572	0.654	T_cells	directed
AC004846.2	ACER2	0.927	T_cells	directed
AC004846.2	AUP1	0.949	T_cells	directed
AC004846.2	CADPS2	0.941	T_cells	directed
AC004846.2	GPR137C	0.942	T_cells	directed
AC004846.2	JPT2	0.927	T_cells	directed
AC004846.2	MRPS18B	0.463	T_cells	directed
AC004846.2	NCBP2-AS2	0.941	T_cells	directed
AC004846.2	RFC2	0.934	T_cells	directed
AC004852.2	PCDH11X	0.75	OPCs	directed
AC004865.2	CCDC43	0.818642	CAMs	directed
AC004870.4	CYB5D2	0.822695	CAMs	directed
AC004884.2	AL592211.1	0.294833	CAMs	directed
AC004918.1	MAPK7	0.702	T_cells	directed
AC004922.1	SDF2	0.85	T_cells	directed
AC004943.2	RASGRF1	0.826748	CAMs	directed
AC004949.1	AC024145.1	0.890578	CAMs	directed
AC004949.1	FIGNL1	0.89767	CAMs	directed
AC004949.1	GIMAP7	0.891591	CAMs	directed
AC004949.1	IPO9-AS1	0.887538	CAMs	directed
AC004951.1	AC093668.2	0.3495	Excitatory_neurons;Oligodendrocytes	directed
AC004969.1	OSMR	0.802432	CAMs	directed
AC004973.1	AC002064.1	0.411348	CAMs	directed
AC004973.1	AC005476.2	0.752786	CAMs	directed
AC004973.1	AC005899.6	0.950355	CAMs	directed
AC004973.1	AC234582.1	0.56535	CAMs	directed
AC004973.1	AL158151.3	0.694022	CAMs	directed
AC004973.1	AL645933.2	0.920973	CAMs	directed
AC004973.1	ANKRD34C-AS1	0.963526	CAMs	directed
AC004973.1	AP001528.2	0.345491	CAMs	directed
AC004973.1	CCR10	0.716312	CAMs	directed
AC004973.1	CDH3	0.959473	CAMs	directed
AC004973.1	FAM228A	0.906788	CAMs	directed
AC004973.1	KIAA2012	0.365755	CAMs	directed
AC004973.1	LINC00982	0.399189	CAMs	directed
AC004973.1	LINC01344	0.630193	CAMs	directed
AC004973.1	SPRED3	0.922999	CAMs	directed
AC004973.1	TBPL2	0.95846	CAMs	directed
AC004973.1	TMC1	0.930091	CAMs	directed
AC004973.1	TTC25	0.948328	CAMs	directed
AC004973.1	YTHDF3-AS1	0.952381	CAMs	directed
