source	target	weight	celltype	type
NPHP3-ACAD11	FANCB	0.931	T_cells	directed
NPHP3-ACAD11	ZNF595	0.905	T_cells	directed
NPHP4	GLB1L3	0.821	Excitatory_neurons	directed
NPHS1	FER1L5	0.2077	CAMs	directed
NPIPB12	SLC9A3R1	0.656535	CAMs	directed
NPIPB13	NPIPB11	0.563	Excitatory_neurons	directed
NPIPB13	NPIPB4	0.675	Excitatory_neurons	directed
NPIPB15	CCDC91	0.809	T_cells	directed
NPIPB2	ALG11	0.587	T_cells	directed
NPIPB2	GEN1	0.902	T_cells	directed
NPIPB2	HCG27	0.712	T_cells	directed
NPIPB2	LAMC1	0.295	T_cells	directed
NPIPB2	PELI3	0.379	T_cells	directed
NPIPB2	RENBP	0.916	T_cells	directed
NPIPB2	ZNF704	0.908	T_cells	directed
NPIPB5	FRAS1	0.893	Vasculature_cells	directed
NPIPB5	HMGN4	0.813	OPCs	directed
NPIPB5	NPIPB4	0.996	Vasculature_cells	directed
NPIPB5	SMG1	0.856	Vasculature_cells	directed
NPIPB6	CR382287.2	0.849	T_cells	directed
NPIPB6	FNDC10	0.85	T_cells	directed
NPL	EPS15L1	0.78	Astrocytes	directed
NPL	LGMN	0.898	Microglia	directed
NPL	SLC9A1	0.965	Microglia	directed
NPLOC4	MTOR	0.818	Inhibitory_neurons	directed
NPLOC4	SEC16A	0.8	Oligodendrocytes	directed
NPM2	CATSPERG	0.859	T_cells	directed
NPM2	EIF3K	0.759	Inhibitory_neurons	directed
NPM3	AL138686.1	0.877	T_cells	directed
NPM3	LINC01609	0.603	T_cells	directed
NPM3	NDN	0.755	T_cells	directed
NPM3	NUDT11	0.658	T_cells	directed
NPM3	SCOC	0.889	T_cells	directed
NPM3	SEC61G	0.901	T_cells	directed
NPNT	DCTD	0.796	T_cells	directed
NPNT	TMEM184C	0.843	T_cells	directed
NPPA	AC013403.2	0.646	T_cells	directed
NPPA	AL355838.1	0.305	T_cells	directed
NPPA	AL445686.2	0.182371	CAMs	directed
NPPA	HIST1H2BJ	0.884	T_cells	directed
NPPA	MRPS12	0.9	T_cells	directed
NPPA	NSG1	0.898	T_cells	directed
NPPA	RDH12	0.641	T_cells	directed
NPPC	AADACL2-AS1	0.573455	CAMs	directed
NPPC	NUDT16	0.787234	CAMs	directed
NPR2	MDN1	0.876	T_cells	directed
NPR2	PAOX	0.89	T_cells	directed
NPR2	PIGX	0.945	Excitatory_neurons	directed
NPRL2	CARD19	0.87	Excitatory_neurons	directed
NPRL2	PPOX	0.874	Excitatory_neurons	directed
NPRL2	REC8	0.453	Excitatory_neurons	directed
NPRL3	AC010618.3	0.888	OPCs	directed
NPRL3	NFRKB	0.809	Microglia	directed
NPTN	ERO1A	0.904	Excitatory_neurons	directed
NPTN	IQCG	0.909	Excitatory_neurons	directed
NPTN	MAPK1	0.216	Excitatory_neurons	directed
NPTN	PEX5	0.787	Excitatory_neurons	directed
NPTN	RAP2A	0.685	Excitatory_neurons	directed
NPTN	WRNIP1	0.957	Excitatory_neurons	directed
NPTX1	NIPSNAP1	0.852077	CAMs	directed
NPTX1	TSFM	0.824721	CAMs	directed
NPTX2	FGF11	0.734	T_cells	directed
NPTX2	NEK4	0.782168	CAMs	directed
NPTX2	RNF208	0.902	T_cells	directed
NPTX2	UBE2M	0.845	T_cells	directed
NPTXR	ADGRB2	0.555	Excitatory_neurons	directed
NPTXR	CBARP	0.739	Excitatory_neurons	directed
NPTXR	SHISA7	0.906	Inhibitory_neurons	directed
NPTXR	SLC29A4	0.819	Inhibitory_neurons	directed
NPTXR	SLC7A5	0.951	Excitatory_neurons	directed
NPTXR	USH2A	0.847	Inhibitory_neurons	directed
NPW	PRSS12	0.458	T_cells	directed
NPY	ELK1	0.854103	CAMs	directed
NPY	GABRG1	0.609929	CAMs	directed
NPY	PHB2	0.855117	CAMs	directed
NPY	RABGAP1L	0.729	T_cells	directed
NPY	SLC22A17	0.839	T_cells	directed
NPY1R	IFI27	0.856	T_cells	directed
NPY1R	MFSD2A	0.634	T_cells	directed
NPY1R	OPRK1	0.799	Inhibitory_neurons	directed
NPY1R	R3HDM4	0.786221	CAMs	directed
NR0B1	AL589743.5	0.304965	CAMs	directed
NR1D1	BHLHE41	0.805	Astrocytes	directed
NR1D2	PER3	0.816	Astrocytes;Microglia;Vasculature_cells	directed
NR1H2	CCDC137	0.794	Excitatory_neurons	directed
NR1H4	AL137145.2	0.793313	CAMs	directed
NR2C1	C7orf26	0.816	Oligodendrocytes	directed
NR2C1	KDM3B	0.7	Excitatory_neurons	directed
NR2C1	PSMD5	0.77	Excitatory_neurons	directed
NR2C1	ZGRF1	0.798	Excitatory_neurons	directed
NR2C1	ZNF250	0.958	Excitatory_neurons	directed
NR2C2	DIO2	0.799	Oligodendrocytes	directed
NR2F1	DGAT1	0.883485	CAMs	directed
NR2F1	DPH6-DT	0.801	Vasculature_cells	directed
NR2F1	MYD88	0.890578	CAMs	directed
NR2F1	PTCH2	0.924	Astrocytes	directed
NR2F1	PYROXD2	0.896657	CAMs	directed
NR2F1	RNF4	0.898	Astrocytes	directed
NR2F1	TMEM41B	0.903	Astrocytes	directed
NR2F1-AS1	AC124854.1	0.824	OPCs	directed
NR2F1-AS1	ANKIB1	0.952	Astrocytes	directed
NR2F1-AS1	AP000866.1	0.97	Astrocytes	directed
NR2F1-AS1	CPQ	0.946	Astrocytes	directed
NR2F1-AS1	DZIP1	0.864	Vasculature_cells	directed
NR2F1-AS1	IFT74	0.963	Astrocytes	directed
NR2F1-AS1	KDM3A	0.965	Astrocytes	directed
NR2F1-AS1	LINC01197	0.847	Vasculature_cells	directed
NR2F1-AS1	POLI	0.962	Astrocytes	directed
NR2F1-AS1	POLR3B	0.966	Astrocytes	directed
NR2F1-AS1	PYGO1	0.962	Astrocytes	directed
NR2F1-AS1	RPA2	0.772	Inhibitory_neurons	directed
NR2F1-AS1	SNRNP35	0.962	Astrocytes	directed
NR2F1-AS1	STX7	0.964	Astrocytes	directed
NR2F1-AS1	SYCP2	0.963	Astrocytes	directed
NR2F1-AS1	TOPBP1	0.957	Astrocytes	directed
NR2F1-AS1	TRIT1	0.859	Inhibitory_neurons	directed
NR2F1-AS1	VSTM4	0.96	Astrocytes	directed
NR2F1-AS1	ZMYM1	0.967	Astrocytes	directed
NR2F2	ARL3	0.897	Vasculature_cells	directed
NR2F2	DENND4A	0.435664	CAMs	directed
NR2F2	IGFBP5	0.795	Inhibitory_neurons	directed
NR2F2	PLK2	0.851	Inhibitory_neurons	directed
NR2F2	PRELP	0.806	Vasculature_cells	directed
NR2F2	TMEM200C	0.748	Inhibitory_neurons	directed
NR2F2-AS1	AC016766.1	0.924	Inhibitory_neurons	directed
NR2F2-AS1	AC239809.3	0.70618	CAMs	directed
NR2F2-AS1	AL117329.1	0.850051	CAMs	directed
NR2F2-AS1	ANKRD30B	0.919	Inhibitory_neurons	directed
NR2F2-AS1	AP002495.2	0.66	Vasculature_cells	directed
NR2F2-AS1	ARMCX4	0.892	Vasculature_cells	directed
NR2F2-AS1	ARPP21	0.44	Inhibitory_neurons	directed
NR2F2-AS1	CHRNA7	0.84	Inhibitory_neurons	directed
NR2F2-AS1	LAMC3	0.929	Inhibitory_neurons	directed
NR2F2-AS1	LINC01197	0.92	Inhibitory_neurons	directed
NR2F2-AS1	PDE5A	0.749	Vasculature_cells	directed
NR2F2-AS1	RELN	0.983	Inhibitory_neurons	directed
NR2F2-AS1	RGS12	0.551	Inhibitory_neurons	directed
NR2F2-AS1	RNF144A	0.905	Vasculature_cells	directed
NR2F2-AS1	SGCE	0.475	Vasculature_cells	directed
NR2F2-AS1	SLC1A3	0.55	Vasculature_cells	directed
NR2F2-AS1	SYT10	0.933	Inhibitory_neurons	directed
NR2F2-AS1	ZFHX3	0.941	Inhibitory_neurons	directed
NR2F6	ARFIP2	0.539	Excitatory_neurons	directed
NR2F6	ELOF1	0.58	Inhibitory_neurons	directed
NR2F6	GPR162	0.771	Excitatory_neurons	directed
NR2F6	OGDHL	0.578521	CAMs	directed
NR2F6	UCK1	0.840932	CAMs	directed
NR2F6	VPS26B	0.823	Excitatory_neurons	directed
NR3C1	CYP2U1	0.79	OPCs	directed
NR3C1	SLC25A46	0.828	Microglia	directed
NR3C2	AC012368.1	0.851	Microglia	directed
NR3C2	ADNP	0.953	Inhibitory_neurons	directed
NR3C2	CSGALNACT1	0.924	Vasculature_cells	directed
NR3C2	ERCC6	0.932	Astrocytes	directed
NR3C2	FOXO3	0.93	Inhibitory_neurons	directed
NR3C2	FRMD5	0.214	Excitatory_neurons	directed
NR3C2	HIVEP1	0.948	Inhibitory_neurons	directed
NR3C2	INTS6	0.907	Excitatory_neurons	directed
NR3C2	KCNN3	0.951	Inhibitory_neurons	directed
NR3C2	KLF12	0.647	Astrocytes	directed
NR3C2	MAP3K5	0.571	Excitatory_neurons	directed
NR3C2	MGAT5	0.939	Vasculature_cells	directed
NR3C2	NADK2	0.729	Astrocytes	directed
NR3C2	NMT2	0.867	Microglia	directed
NR3C2	PARM1	0.947	Inhibitory_neurons	directed
NR3C2	PELI2	0.931	Inhibitory_neurons	directed
NR3C2	POU3F3	0.876	Excitatory_neurons	directed
NR3C2	PRR16	0.93	Inhibitory_neurons	directed
NR3C2	RFX3	0.262	Excitatory_neurons	directed
NR3C2	SERINC5	0.932	Vasculature_cells	directed
NR3C2	SERTAD2	0.927	Astrocytes	directed
NR3C2	SESN3	0.862	Astrocytes	directed
NR3C2	SH3YL1	0.902	Inhibitory_neurons	directed
NR3C2	SHISA5	0.834	OPCs	directed
NR3C2	SLC12A6	0.923	Astrocytes	directed
NR3C2	SMAP1	0.908	Vasculature_cells	directed
NR3C2	SMARCA2	0.95	Excitatory_neurons	directed
NR3C2	SMYD2	0.901	Vasculature_cells	directed
NR3C2	TFRC	0.939	Vasculature_cells	directed
NR3C2	TJP1	0.471	Vasculature_cells	directed
NR4A1	CYR61	0.786	Vasculature_cells	directed
NR4A1	NR4A2	0.871327	CAMs	directed
NR4A2	GPD2	0.81	Excitatory_neurons	directed
NR4A3	CRY2	0.793313	CAMs	directed
NR5A2	AC097461.1	0.899696	CAMs	directed
NR5A2	BFSP1	0.696049	CAMs	directed
NR5A2	DUSP15	0.868288	CAMs	directed
NR5A2	LRRC74A	0.618034	CAMs	directed
NR5A2	SLC22A9	0.81155	CAMs	directed
NRARP	PPP1R7	0.365755	CAMs	directed
NRAS	ALG9	0.789	Excitatory_neurons	directed
NRAV	CCDC51	0.530902	CAMs	directed
NRAV	DIAPH3	0.842958	CAMs	directed
NRAV	OR2L2	0.29078	CAMs	directed
NRAV	PCSK1	0.612969	CAMs	directed
NRBF2	TCEAL6	0.483	Excitatory_neurons	directed
NRBP2	AL391807.1	0.895	Oligodendrocytes	directed
NRBP2	APBB3	0.868	Oligodendrocytes	directed
NRBP2	CCZ1B	0.735	Astrocytes	directed
NRBP2	SEMA3B	0.761	Oligodendrocytes	directed
NRBP2	ZNF529	0.801	Inhibitory_neurons	directed
NRBP2	ZNF596	0.91	Oligodendrocytes	directed
NRCAM	ARL2BP	0.928	Astrocytes	directed
NRCAM	CACHD1	0.612	Astrocytes	directed
NRCAM	CDC73	0.923	Astrocytes	directed
NRCAM	DCLK2	0.709	Astrocytes	directed
NRCAM	MAPKAP1	0.908	Astrocytes	directed
NRCAM	PDE4B	0.905	Astrocytes	directed
NRCAM	PTPRZ1	0.855	Astrocytes	directed
NRCAM	SLCO5A1	0.818	Inhibitory_neurons	directed
NRDC	MCF2	0.888	Microglia	directed
NRDC	OCIAD1	0.73	OPCs	directed
NRDC	SNW1	0.843	Microglia	directed
NRDE2	CWF19L2	0.533	Excitatory_neurons	directed
NREP	AC106869.1	0.765	Excitatory_neurons	directed
NRF1	TOM1	0.3	Vasculature_cells	directed
NRF1	ZBTB8OS	0.741	Vasculature_cells	directed
NRG1	DSCAML1	0.585	Excitatory_neurons	directed
NRG1	TEX2	0.687	Excitatory_neurons	directed
NRG2	ABL1	0.975	Inhibitory_neurons	directed
NRG2	ADAL	0.361	Oligodendrocytes	directed
NRG2	ARFIP1	0.785	Inhibitory_neurons	directed
NRG2	ATXN1	0.751	Inhibitory_neurons	directed
NRG2	ATXN7	0.967	Inhibitory_neurons	directed
NRG2	AVEN	0.98	Inhibitory_neurons	directed
NRG2	CDYL2	0.972	Inhibitory_neurons	directed
NRG2	COX10	0.968	Inhibitory_neurons	directed
NRG2	DPY19L1	0.796	Oligodendrocytes	directed
NRG2	EFL1	0.967	Inhibitory_neurons	directed
NRG2	FAM131A	0.866	Oligodendrocytes	directed
NRG2	FAM189A1	0.983	Inhibitory_neurons	directed
NRG2	GALNT7	0.684	Excitatory_neurons;Inhibitory_neurons	directed
NRG2	HEATR3	0.975	Inhibitory_neurons	directed
NRG2	HS2ST1	0.823	Inhibitory_neurons	directed
NRG2	KAT6B	0.516	Inhibitory_neurons	directed
NRG2	LRP6	0.973	Inhibitory_neurons	directed
NRG2	MALT1	0.861	Oligodendrocytes	directed
NRG2	MAP6	0.934	Inhibitory_neurons	directed
NRG2	MIR29B2CHG	0.823	OPCs	directed
NRG2	MTIF2	0.973	Inhibitory_neurons	directed
NRG2	OSBPL10	0.941	Excitatory_neurons	directed
NRG2	PLCL2	0.967	Inhibitory_neurons	directed
NRG2	POLR3B	0.711	Inhibitory_neurons	directed
NRG2	RAB33B	0.864235	CAMs	directed
NRG2	SERGEF	0.406	Inhibitory_neurons	directed
NRG2	SHC3	0.878419	CAMs	directed
NRG2	SMURF1	0.977	Inhibitory_neurons	directed
NRG2	SPTBN1	0.74	Inhibitory_neurons	directed
NRG2	SUSD6	0.723	Inhibitory_neurons	directed
NRG2	TMCC1	0.675	Inhibitory_neurons	directed
NRG2	WSCD2	0.646	Excitatory_neurons	directed
NRG2	ZHX3	0.422	Inhibitory_neurons	directed
NRG2	ZNF594	0.976	Inhibitory_neurons	directed
NRG3	AC092902.3	0.964	Astrocytes	directed
NRG3	ACACA	0.93	Inhibitory_neurons	directed
NRG3	ADGRL3	0.485	Inhibitory_neurons	directed
NRG3	AGBL4	0.777	Oligodendrocytes	directed
NRG3	AKAP6	0.637	Inhibitory_neurons	directed
NRG3	ANK2	0.628	Inhibitory_neurons	directed
NRG3	ANKMY2	0.967	Astrocytes	directed
NRG3	ATRNL1	0.895	Microglia	directed
NRG3	CACNA2D3	0.88	Oligodendrocytes	directed
NRG3	CADM1	0.832	Inhibitory_neurons	directed
NRG3	CHSY3	0.942	Inhibitory_neurons	directed
NRG3	CIT	0.945	Oligodendrocytes	directed
NRG3	CNTN4	0.555	Inhibitory_neurons	directed
NRG3	CTNND2	0.724	Astrocytes	directed
NRG3	DPP10	0.957	Oligodendrocytes	directed
NRG3	DSCAM	0.854	Oligodendrocytes	directed
NRG3	EFNA5	0.965	Inhibitory_neurons	directed
NRG3	FAF1	0.607	Astrocytes	directed
NRG3	FAM155A	0.563	Oligodendrocytes	directed
NRG3	FMN2	0.869	Microglia	directed
NRG3	GDAP1	0.776	Inhibitory_neurons	directed
NRG3	GRIP1	0.92	Oligodendrocytes	directed
NRG3	GTDC1	0.938	Inhibitory_neurons	directed
NRG3	HCN1	0.824	Oligodendrocytes	directed
NRG3	IL1RAP	0.971	Inhibitory_neurons	directed
NRG3	JAKMIP2	0.893	Inhibitory_neurons	directed
NRG3	KCNH7	0.921	Oligodendrocytes	directed
NRG3	KCNQ5	0.639	Inhibitory_neurons;Oligodendrocytes	directed
NRG3	LSAMP	0.596	Inhibitory_neurons	directed
NRG3	MEIS2	0.672	Astrocytes	directed
NRG3	MKL2	0.946	Inhibitory_neurons	directed
NRG3	MRPL2	0.958	Astrocytes	directed
NRG3	MRPS30-DT	0.974	Inhibitory_neurons	directed
NRG3	MSRB3	0.71	Astrocytes	directed
NRG3	MYT1L	0.88	Oligodendrocytes	directed
NRG3	PAK3	0.589	Excitatory_neurons	directed
NRG3	PCDH7	0.5675	Inhibitory_neurons;Vasculature_cells	directed
NRG3	PEX14	0.951	Astrocytes	directed
NRG3	PLCB1	0.782	Inhibitory_neurons	directed
NRG3	PPM1E	0.955	Inhibitory_neurons	directed
NRG3	PRKAR2B	0.944	Oligodendrocytes	directed
NRG3	PTK2B	0.942	Vasculature_cells	directed
NRG3	RALYL	0.864	Microglia	directed
NRG3	RASAL2	0.926	Excitatory_neurons	directed
NRG3	SCAPER	0.893	Astrocytes	directed
NRG3	SCN8A	0.914	Microglia	directed
NRG3	SGPP2	0.971	Inhibitory_neurons	directed
NRG3	SPAG1	0.973	Inhibitory_neurons	directed
NRG3	SPTBN4	0.323	Oligodendrocytes	directed
NRG3	STXBP5L	0.249	Oligodendrocytes	directed
NRG3	SYT1	0.606	T_cells	directed
NRG3	TJP1	0.952	Astrocytes	directed
NRG3	TMEM135	0.947	Astrocytes	directed
NRG3	ZNF385B	0.962	Inhibitory_neurons	directed
NRG3	ZSWIM5	0.964	Inhibitory_neurons	directed
NRG4	ARHGAP23	0.764	T_cells	directed
NRG4	ARHGEF4	0.923	T_cells	directed
NRG4	CLTCL1	0.914	T_cells	directed
NRG4	KIF22	0.924	T_cells	directed
NRG4	LINC01006	0.927	T_cells	directed
NRG4	MRPL23	0.893	T_cells	directed
NRG4	TIMM50	0.801418	CAMs	directed
NRG4	ZNF337-AS1	0.928	T_cells	directed
NRIP1	DNAAF5	0.791	Astrocytes	directed
NRIP1	ECHDC1	0.879	Microglia	directed
NRIP1	GTPBP8	0.861	Inhibitory_neurons	directed
NRIP1	METTL4	0.868	Inhibitory_neurons	directed
NRIP1	POC5	0.87	Microglia	directed
NRIP1	PPP1CC	0.904	Microglia	directed
NRIP1	RNF169	0.511	Excitatory_neurons	directed
NRIP1	RXRB	0.824	OPCs	directed
NRIP1	STAMBPL1	0.878	Excitatory_neurons	directed
NRIP1	TMEM179	0.859	OPCs	directed
NRIP1	UBE2G2	0.86	Excitatory_neurons	directed
NRIP2	CCDC121	0.841945	CAMs	directed
NRIP3	SSTR2	0.827	Inhibitory_neurons	directed
NRIP3	YIF1A	0.816	T_cells	directed
NRK	APLP1	0.805471	CAMs	directed
NRL	AL354696.2	0.504559	CAMs	directed
NRM	AC105180.1	0.733	T_cells	directed
NRM	AL627171.2	0.908	T_cells	directed
NRM	CCDC71L	0.916	T_cells	directed
NRM	CTAGE1	0.923	T_cells	directed
NRM	HIF3A	0.916	T_cells	directed
NRM	ITGB1-DT	0.916	T_cells	directed
NRM	LAMTOR3	0.851064	CAMs	directed
NRM	SOWAHC	0.826748	CAMs	directed
NRM	SPC25	0.521	T_cells	directed
NRN1	AC006115.3	0.792	Excitatory_neurons	directed
NRN1	AC073896.1	0.685	Excitatory_neurons	directed
NRN1	FGF9	0.956	Excitatory_neurons	directed
NRN1	GAP43	0.87	Excitatory_neurons	directed
NRN1	KIF1BP	0.7	Excitatory_neurons	directed
NRP1	CSNK1E	0.843	T_cells	directed
NRP1	SLC9A9	0.312057	CAMs	directed
NRP2	AC010531.1	0.822	T_cells	directed
NRSN1	AC140912.1	0.611	OPCs	directed
NRSN2	FNDC10	0.522	Inhibitory_neurons	directed
NRSN2	TMED4	0.861	Excitatory_neurons;Inhibitory_neurons	directed
NRSN2-AS1	AC008438.1	0.503	Excitatory_neurons	directed
NRSN2-AS1	AL645465.1	0.778	Inhibitory_neurons	directed
NRSN2-AS1	NIM1K	0.258	Excitatory_neurons	directed
NRSN2-AS1	ST3GAL2	0.617	Excitatory_neurons	directed
NRXN1	ADAMTS17	0.568	Astrocytes	directed
NRXN1	ADGRB3	0.635	Excitatory_neurons	directed
NRXN1	AL589740.1	0.924	Astrocytes	directed
NRXN1	ANK2	0.684	Excitatory_neurons	directed
NRXN1	ANKAR	0.979	OPCs	directed
NRXN1	ARPP21	0.727	OPCs	directed
NRXN1	ATP10B	0.956	OPCs	directed
NRXN1	CDH20	0.972	Inhibitory_neurons	directed
NRXN1	CHRM3	0.452	Inhibitory_neurons	directed
NRXN1	CNTNAP4	0.694	Excitatory_neurons	directed
NRXN1	CSMD1	0.932	OPCs	directed
NRXN1	CTNNA2	0.6	Astrocytes	directed
NRXN1	CYP7B1	0.802	OPCs	directed
NRXN1	DCHS2	0.98	Inhibitory_neurons	directed
NRXN1	DSCAM	0.493	Inhibitory_neurons	directed
NRXN1	DSE	0.976	OPCs	directed
NRXN1	EDARADD	0.927	Excitatory_neurons	directed
NRXN1	EPHA4	0.975	Inhibitory_neurons	directed
NRXN1	EPHB1	0.767	Astrocytes	directed
NRXN1	EPS8	0.974	Inhibitory_neurons	directed
NRXN1	ESRRG	0.649	Astrocytes	directed
NRXN1	FAM171B	0.977	Inhibitory_neurons	directed
NRXN1	FAT4	0.793	Inhibitory_neurons	directed
NRXN1	FGF12	0.4635	Excitatory_neurons;OPCs	directed
NRXN1	FGF14	0.486	Excitatory_neurons	directed
NRXN1	FIGN	0.729	Inhibitory_neurons	directed
NRXN1	GALNTL6	0.501	Inhibitory_neurons	directed
NRXN1	GPM6A	0.291	Astrocytes;Microglia	directed
NRXN1	GRIA2	0.7665	Microglia;Vasculature_cells	directed
NRXN1	HTR1E	0.959	Inhibitory_neurons	directed
NRXN1	KBTBD12	0.981	Inhibitory_neurons	directed
NRXN1	KCTD16	0.97	OPCs	directed
NRXN1	KIAA1958	0.971	Inhibitory_neurons	directed
NRXN1	KIF13A	0.956	OPCs	directed
NRXN1	KLF12	0.771	OPCs	directed
NRXN1	LHFPL6	0.976	OPCs	directed
NRXN1	LINC01122	0.982	OPCs	directed
NRXN1	LINGO2	0.765	Inhibitory_neurons	directed
NRXN1	LRRC3B	0.905	Inhibitory_neurons	directed
NRXN1	LRRN1	0.555	OPCs	directed
NRXN1	MEIS1	0.975	OPCs	directed
NRXN1	MITF	0.939	OPCs	directed
NRXN1	NAV1	0.777	OPCs	directed
NRXN1	NCALD	0.886	OPCs	directed
NRXN1	NEDD4L	0.692	Inhibitory_neurons	directed
NRXN1	NFIB	0.211	Inhibitory_neurons	directed
NRXN1	NTN4	0.976	OPCs	directed
NRXN1	PAK5	0.976	OPCs	directed
NRXN1	PAPSS1	0.982	OPCs	directed
NRXN1	PCLO	0.846	Vasculature_cells	directed
NRXN1	PCSK2	0.736	Inhibitory_neurons	directed
NRXN1	PDE3A	0.942	Inhibitory_neurons	directed
NRXN1	PDE7B	0.721	OPCs	directed
NRXN1	PLCB4	0.739	OPCs	directed
NRXN1	PTPRO	0.337	Inhibitory_neurons	directed
NRXN1	RAB27B	0.971	OPCs	directed
NRXN1	RERG	0.965	Inhibitory_neurons	directed
NRXN1	RGN	0.934	OPCs	directed
NRXN1	RGS7	0.887	Vasculature_cells	directed
NRXN1	RGS7BP	0.982	OPCs	directed
NRXN1	ROBO1	0.643	Inhibitory_neurons	directed
NRXN1	SCN1A	0.932	OPCs	directed
NRXN1	SH3GL2	0.926	Excitatory_neurons	directed
NRXN1	SLC22A3	0.969	Inhibitory_neurons	directed
NRXN1	SLC6A11	0.722	Inhibitory_neurons	directed
NRXN1	SOX6	0.678	OPCs	directed
NRXN1	SYT14	0.912	Excitatory_neurons	directed
NRXN1	THSD7A	0.923	Inhibitory_neurons	directed
NRXN1	TM2D1	0.989	OPCs	directed
NRXN1	TMEM108	0.88	Astrocytes	directed
NRXN1	TMEM232	0.984	OPCs	directed
NRXN1	VSTM4	0.981	OPCs	directed
NRXN1	ZNF385B	0.616	Excitatory_neurons	directed
NRXN1	ZNF483	0.811	Microglia	directed
NRXN1	ZNF98	0.929	Astrocytes	directed
NRXN2	BCAR1	0.652	Inhibitory_neurons	directed
NRXN2	NCLN	0.809	OPCs	directed
NRXN2	NMT1	0.951	Excitatory_neurons	directed
NRXN2	NUDT9	0.889	Excitatory_neurons	directed
NRXN2	PJVK	0.723	Excitatory_neurons	directed
NRXN2	PPFIA3	0.867	Inhibitory_neurons	directed
NRXN2	PTOV1	0.409	Excitatory_neurons	directed
NRXN2	RBM38	0.872	Excitatory_neurons	directed
NRXN2	TBC1D7	0.893	Excitatory_neurons	directed
NRXN3	CNTN5	0.875	Astrocytes	directed
NRXN3	CSMD3	0.731	Astrocytes	directed
NRXN3	CUBN	0.889	Inhibitory_neurons	directed
NRXN3	DLGAP2	0.936	Astrocytes	directed
NRXN3	DSCAM	0.93	Astrocytes	directed
NRXN3	ELMO1	0.774	Astrocytes	directed
NRXN3	GABRA2	0.884	Inhibitory_neurons	directed
NRXN3	GRID2	0.693	Astrocytes	directed
NRXN3	GRM5	0.699	Astrocytes	directed
NRXN3	LDB2	0.93	Astrocytes	directed
NRXN3	LRRC7	0.421	Astrocytes	directed
NRXN3	NLGN4X	0.648	Inhibitory_neurons	directed
NRXN3	PHLPP2	0.894	Inhibitory_neurons	directed
NRXN3	PTPRN2	0.864	Microglia	directed
NRXN3	RGS7	0.801	Microglia	directed
NRXN3	RIMS2	0.712	Inhibitory_neurons;Vasculature_cells	directed
NSA2	ANP32B	0.796	Excitatory_neurons	directed
NSA2	CEBPZ	0.882	Excitatory_neurons	directed
NSD1	AC025682.1	0.84	Astrocytes	directed
NSD1	ARID1A	0.536	Oligodendrocytes	directed
NSD1	CLHC1	0.905	Excitatory_neurons	directed
NSD1	COMMD1	0.875	Excitatory_neurons;Inhibitory_neurons	directed
NSD1	EIF2B3	0.9	Excitatory_neurons	directed
NSD1	FAM174B	0.911	Excitatory_neurons	directed
NSD1	GPM6B	0.894	Inhibitory_neurons	directed
NSD1	IPO9	0.844	Microglia	directed
NSD1	LHFPL4	0.865	Inhibitory_neurons	directed
NSD1	MTOR	0.903	Oligodendrocytes	directed
NSD1	MYO19	0.927	Oligodendrocytes	directed
NSD1	PILRB	0.926	Oligodendrocytes	directed
NSD1	RAD17	0.925	Oligodendrocytes	directed
NSD1	RAD54L2	0.881	Microglia	directed
NSD1	SHLD1	0.83	Astrocytes	directed
NSD2	ADCY9	0.564	Excitatory_neurons	directed
NSD2	CASTOR2	0.301	Excitatory_neurons	directed
NSD2	FBXL20	0.423	Excitatory_neurons	directed
NSD2	LRRC41	0.845	Inhibitory_neurons	directed
NSD2	MCPH1	0.841	Excitatory_neurons	directed
NSD2	NELFA	0.858	Inhibitory_neurons	directed
NSD2	PCSK7	0.593	Excitatory_neurons	directed
NSD2	RYR1	0.706	Excitatory_neurons	directed
NSD2	VPS25	0.31	Excitatory_neurons	directed
NSD3	GCC2	0.729	Astrocytes	directed
NSD3	KCTD9	0.888	Astrocytes	directed
NSD3	PHYH	0.913	Astrocytes	directed
NSG2	BTD	0.82	OPCs	directed
NSG2	NRSN1	0.687	OPCs	directed
NSL1	AL157392.5	0.852	Microglia	directed
NSL1	PDCD4	0.565	Inhibitory_neurons	directed
NSL1	PIBF1	0.848	Microglia	directed
NSL1	RP9	0.845	Oligodendrocytes	directed
NSL1	SPIN3	0.841	Oligodendrocytes	directed
NSMCE1	RIOK1	0.448	Excitatory_neurons	directed
NSMCE2	AC006115.3	0.955	Oligodendrocytes	directed
NSMCE2	ASXL1	0.707	Oligodendrocytes	directed
NSMCE2	COMMD1	0.891	Astrocytes	directed
NSMCE2	DEPTOR	0.834	Excitatory_neurons	directed
NSMCE2	ENOX2	0.897	Astrocytes	directed
NSMCE2	GTF2F2	0.88	Astrocytes	directed
NSMCE2	HIP1	0.973	Oligodendrocytes	directed
NSMCE2	LINC00639	0.844	Oligodendrocytes	directed
NSMCE2	MICU1	0.714	Oligodendrocytes	directed
NSMCE2	PPP1R9A	0.331	Oligodendrocytes	directed
NSMCE2	R3HDM2	0.627	Oligodendrocytes	directed
NSMCE2	SRGAP1	0.935	Oligodendrocytes	directed
NSMCE2	TULP4	0.872	Oligodendrocytes	directed
NSMCE2	UGDH-AS1	0.953	Oligodendrocytes	directed
NSMCE2	WASHC5	0.947	Oligodendrocytes	directed
