contrast_id	rds_id	fine_cell_type	broad_cell_type	signature_group	sex	apoe_group	query_mode	pathway_collection	collection_role	structural_status	structurally_available	background_size	query_size	pathway_count	testable_pathways	locally_significant_pathways	globally_significant_pathways	minimum_local_fdr_bh	top_pathway	schema_version
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e2	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e2	Male	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	877	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e2	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	877	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e2	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	877	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e2	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	877	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e33	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e33	Male	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	855	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e33	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e33	Male	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	855	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e33	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e33	Male	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	855	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e33	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e33	Male	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	855	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e33	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e33	Male	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	855	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e33	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	855	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e33	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e33	Male	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	855	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e33	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e33	Male	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	855	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e33	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e33	Male	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	855	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e4	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e4	Male	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	867	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e4	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e4	Male	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	867	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e4	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e4	Male	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	867	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e4	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e4	Male	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	867	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e4	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e4	Male	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	867	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e4	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e4	Male	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	867	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e4	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e4	Male	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	867	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e4	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e4	Male	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	867	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e4	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e4	Male	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	867	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e2	Female	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	836	5	4	4	1	1	0.0073838992150505	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	836	5	46	43	1	1	0.04361099452704	Fission	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	836	5	149	101	0	0	0.102435126679792	Fission	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e2	Female	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	836	2	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e2	Female	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	836	2	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e2	Female	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	836	2	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e2	Female	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	836	3	4	4	0	0	1	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e2	Female	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	836	3	46	43	1	1	0.0132309955834433	Fission	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e2	Female	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	836	3	149	101	1	0	0.0310774547425063	Fission	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e33	Female	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	823	24	4	4	1	1	2.39520696214652e-12	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e33	Female	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	823	24	46	43	3	3	0.000124527148774793	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e33	Female	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	823	24	149	98	4	4	0.000283806059998366	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e33	Female	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	823	10	4	4	1	1	1.91984905522763e-17	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e33	Female	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	823	10	46	43	3	3	1.78723226345619e-07	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e33	Female	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	823	10	149	98	5	4	4.07322701903969e-07	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e33	Female	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	823	14	4	4	0	0	1	Nuclear structural OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e33	Female	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	823	14	46	43	0	0	0.166861947949843	Trafficking	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e33	Female	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	823	14	149	98	0	0	0.380290020908945	Trafficking	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e4	Female	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	824	9	4	4	0	0	0.497025410079811	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e4	Female	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	824	9	46	43	0	0	0.916751414689079	Calcium homeostasis	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e4	Female	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	824	9	149	98	0	0	1	Calcium homeostasis	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e4	Female	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	824	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e4	Female	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	824	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e4	Female	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	824	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e4	Female	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	824	9	4	4	0	0	0.497025410079811	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e4	Female	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	824	9	46	43	0	0	0.916751414689079	Calcium homeostasis	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e4	Female	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	824	9	149	98	0	0	1	Calcium homeostasis	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e2	Male	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	861	14	4	4	1	1	8.08494918308192e-05	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e2	Male	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	861	14	46	43	2	1	0.00368538343500444	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e2	Male	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	861	14	149	102	2	2	0.00874207233419657	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e2	Male	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	861	6	4	4	0	0	1	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e2	Male	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	861	6	46	43	0	0	1	ABC transporters	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e2	Male	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	861	6	149	102	0	0	1	Ketone metabolism	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	861	8	4	4	2	1	5.9150407482227e-06	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	861	8	46	43	3	2	1.35992874730018e-05	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e2	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	861	8	149	102	3	3	3.22587749359578e-05	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e33	Male	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	810	8	4	4	0	0	1	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e33	Male	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	810	8	46	43	0	0	1	Amino acid metabolism	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e33	Male	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	810	8	149	97	0	0	1	GABA metabolism	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e33	Male	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	810	3	4	4	0	0	1	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e33	Male	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	810	3	46	43	0	0	1	Calcium homeostasis	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	810	3	149	97	0	0	1	Calcium cycle	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e33	Male	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	810	5	4	4	0	0	1	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e33	Male	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	810	5	46	43	0	0	1	Amino acid metabolism	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e33	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e33	Male	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	810	5	149	97	0	0	1	GABA metabolism	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e4	Male	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	783	4	4	4	0	0	0.154683221769397	Nuclear structural OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e4	Male	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	783	4	46	43	0	0	1	Cristae formation	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e4	Male	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	783	4	149	96	0	0	1	MICOS complex	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e4	Male	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	783	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e4	Male	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	783	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e4	Male	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	783	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e4	Male	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	783	4	4	4	0	0	0.154683221769397	Nuclear structural OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e4	Male	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	783	4	46	43	0	0	1	Cristae formation	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e4	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e4	Male	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	783	4	149	96	0	0	1	MICOS complex	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e2	Female	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	623	8	4	4	1	1	3.6802641601869e-15	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	623	8	46	40	4	2	1.40191176827737e-06	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	623	8	149	86	7	4	3.01411030179634e-06	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e2	Female	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	623	8	4	4	1	1	3.6802641601869e-15	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e2	Female	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	623	8	46	40	4	2	1.40191176827737e-06	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
