contrast_id	rds_id	fine_cell_type	broad_cell_type	signature_group	sex	apoe_group	query_mode	pathway_collection	collection_role	structural_status	structurally_available	background_size	query_size	pathway_count	testable_pathways	locally_significant_pathways	globally_significant_pathways	minimum_local_fdr_bh	top_pathway	schema_version
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e2	Female	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	623	8	149	86	7	4	3.01411030179634e-06	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e2	Female	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	623	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e2	Female	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	623	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e2	Female	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	623	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e33	Female	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	557	9	4	4	0	0	0.155470932421823	Nuclear structural OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e33	Female	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	557	9	46	40	0	0	0.432024570210534	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e33	Female	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	557	9	149	80	0	0	0.828458842742453	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e33	Female	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	557	7	4	4	0	0	0.0737341507388	Nuclear structural OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e33	Female	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	557	7	46	40	0	0	0.142331730546162	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e33	Female	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	557	7	149	80	0	0	0.284663461092325	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e33	Female	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	557	2	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e33	Female	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	557	2	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e33	Female	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	557	2	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e4	Female	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	558	21	4	4	1	1	1.02269117313356e-07	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e4	Female	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	558	21	46	40	1	1	0.0336731962554712	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e4	Female	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	558	21	149	83	0	0	0.0698718822301028	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e4	Female	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	558	7	4	4	1	1	9.84429380389181e-13	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e4	Female	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	558	7	46	40	2	2	5.42269916208717e-06	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e4	Female	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	558	7	149	83	2	2	1.12521007613309e-05	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e4	Female	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	558	14	4	4	0	0	1	Nuclear structural OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e4	Female	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	558	14	46	40	0	0	1	Complex IV	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e4	Female	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	558	14	149	83	0	0	1	Branched-chain amino acid metabolism	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e2	Male	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	723	209	4	4	1	1	7.51682973604752e-06	Nuclear structural OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e2	Male	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	723	209	46	41	2	2	0.0075936106293358	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e2	Male	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	723	209	149	92	2	2	0.0170393214121681	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e2	Male	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	723	103	4	4	0	0	0.63093518559909	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e2	Male	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	723	103	46	41	0	0	0.992132880139912	Lipid metabolism	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e2	Male	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	723	103	149	92	0	0	1	Lipid metabolism	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	723	106	4	4	1	1	6.44597202593001e-09	Nuclear structural OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	723	106	46	41	3	3	2.0267625566564e-05	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	723	106	149	92	4	3	4.5478574442046e-05	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e33	Male	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	588	2	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e33	Male	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	588	2	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e33	Male	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	588	2	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e33	Male	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	588	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e33	Male	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	588	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	588	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e33	Male	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	588	2	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e33	Male	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	588	2	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e33	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e33	Male	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	588	2	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e4	Male	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	450	9	4	4	1	1	9.25975984365053e-05	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e4	Male	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	450	9	46	34	2	0	0.039814141281545	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e4	Male	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	450	9	149	65	2	1	0.0248998230587312	CI subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e4	Male	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	450	5	4	4	1	1	3.86565629244341e-06	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e4	Male	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	450	5	46	34	3	2	0.00391157368844028	Complex I	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e4	Male	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	450	5	149	65	3	3	0.00111857521484627	CI subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e4	Male	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	450	4	4	4	0	0	1	Nuclear structural OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e4	Male	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	450	4	46	34	0	0	1	Complex IV	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e4	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e4	Male	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	450	4	149	65	0	0	1	CIV subunits	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e2	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e2	Female	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	876	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e2	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	876	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e2	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	876	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e2	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e2	Female	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	876	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e2	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e2	Female	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	876	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e2	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e2	Female	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	876	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e2	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e2	Female	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	876	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e2	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e2	Female	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	876	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e2	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e2	Female	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	876	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e33	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e33	Female	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	841	5	4	4	1	1	0.00729736016367859	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e33	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e33	Female	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	841	5	46	43	0	0	0.886903619778191	Fusion	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e33	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e33	Female	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	841	5	149	100	0	0	1	Heme-containing proteins	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e33	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e33	Female	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	841	2	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e33	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e33	Female	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	841	2	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e33	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e33	Female	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	841	2	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e33	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e33	Female	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	841	3	4	4	0	0	1	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e33	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e33	Female	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	841	3	46	43	0	0	0.53303377697531	Lipid metabolism	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e33	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e33	Female	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	841	3	149	100	0	0	1	Lipid metabolism	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e4	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e4	Female	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	869	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e4	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e4	Female	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	869	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e4	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e4	Female	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	869	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e4	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e4	Female	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	869	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e4	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e4	Female	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	869	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e4	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e4	Female	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	869	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e4	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e4	Female	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	869	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e4	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e4	Female	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	869	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e4	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e4	Female	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	869	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e2	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	M_e2	Male	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	884	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e2	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	M_e2	Male	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	884	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e2	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	M_e2	Male	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	884	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e2	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	M_e2	Male	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	884	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e2	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	M_e2	Male	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	884	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e2	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	M_e2	Male	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	884	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e2	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	884	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e2	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	884	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
