AGRN	PLEC
C8orf34	ZNF639
C8orf34	LINC01060
C8orf34	AC104109.3
C8orf34	AC022098.1
AC090735.1	UBXN10
AC090735.1	LINC01788
AC090735.1	HIST3H2A
AC090735.1	COLEC11
AC090735.1	AC010904.2
AC090735.1	LINC01877
AC090735.1	MORC1
AC090735.1	AC106707.1
AC090735.1	LINC00501
AC090735.1	AC117465.1
AC090735.1	TXK
AC090735.1	AC096577.1
AC090735.1	LINC02262
AC090735.1	LINC02465
AC090735.1	LINC02147
AC090735.1	LINC02201
AC090735.1	AC025437.4
AC090735.1	FGF18
AC090735.1	LINC01600
AC090735.1	AL662844.4
AC090735.1	MCHR2-AS1
AC090735.1	RS1
AC090735.1	IKBKG
AC090735.1	SBSPON
AC090735.1	IQANK1
AC090735.1	MS4A4E
AC090735.1	C10orf25
AC090735.1	MTG1
AC090735.1	C3AR1
AC090735.1	AC009318.4
AC090735.1	AC016957.2
AC090735.1	IFNG-AS1
AC090735.1	ACOT1
AC090735.1	VRTN
AC090735.1	MESP2
AC090735.1	ANPEP
AC090735.1	CERS3-AS1
AC090735.1	AC004233.3
AC090735.1	MT1G
AC090735.1	ADAMTS18
AC090735.1	TRPV3
AC090735.1	TEKT1
AC090735.1	PIK3R5
AC090735.1	NDC80
AC090735.1	THEG
AC090735.1	ACER1
AC090735.1	ADGRE1
AC090735.1	ZNF266
AC090735.1	AC011511.2
AC090735.1	CYP4F22
AC090735.1	PLVAP
AC090735.1	SLC5A5
AC090735.1	LINC01532
AC090735.1	FXYD1
AC090735.1	RASIP1
AC090735.1	AP000561.1
SBSPON	MRPL37
SBSPON	AL161725.1
RPL7	RPL10A
RPL7	BAIAP2L1
RPL7	RPS6
RPL7	AC005332.7
RDH10	CPNE8
RDH10-AS1	ARHGEF3-AS1
RDH10-AS1	SPATA12
RDH10-AS1	SGMS2
RDH10-AS1	IGFBP3
RDH10-AS1	LAT2
RDH10-AS1	FBXL13
ELOC	MTERF3
TMEM70	NEURL2
LY96	AP001528.1
LY96	GMEB2
MIR2052HG	LINC01284
AC115837.2	TMEM204
LINC01109	AL589826.2
ZFHX4	GPATCH4
ZFHX4	RBMS3
ZFHX4	IRX2
ZFHX4	MEGF10
ZFHX4	BTN3A3
ZFHX4	TMEM196
ZFHX4	ZFHX4-AS1
ZFHX4	CSKMT
ZFHX4	ZPR1
ZFHX4	FOXG1-AS1
ZFHX4	LINC01551
ZFHX4	TOX3
AC062004.1	KIF14
AC062004.1	ZNF844
AC062004.1	CHEK2
STMN2	NSG1
STMN2	GABRA1
STMN2	MICAL2
STMN2	SNCG
HEY1	ODC1
HEY1	HES1
AC036214.3	LZTFL1
AC079209.2	AL109659.1
AC079209.2	AL359076.1
FABP5	GNG5
FABP5	TMEM158
FABP5	CITED1
FABP5	FGD3
AC018616.1	LINC02226
PMP2	PDPN
PMP2	JUN
PMP2	TNK2
PMP2	AEBP1
PMP2	AC013643.2
PMP2	HAS2
PMP2	CTSC
PMP2	HNRNPF
PMP2	SMOC1
AC105031.2	AL031714.1
RALYL	PDZRN3
RALYL	IGF2BP2
C8orf59	KMT2E-AS1
C8orf59	GMFB
C8orf59	DBP
CA1	LMOD3
CA1	AC027644.3
CA1	LAMB1
CA1	PRSS3
CA1	AP000866.2
CA1	ATP12A
CA1	LINC01902
AF121898.1	DCAF4L2
AF117829.1	ENTPD3-AS1
AF117829.1	ZNF48
NECAB1	BCL11A
GEM	ATG2A
GEM	CYYR1
ESRP1	MYO1D
UQCRB	FAM20B
UQCRB	NCK2
UQCRB	ACSF3
LAPTM4B	WDR77
MATN2	PMP2
MATN2	COL15A1
ERICH5	GTSE1
STK3	ATL3
STK3	KCNMB4
STK3	TAF4B
AC018442.2	CA14
AC018442.2	CHID1
AC018442.2	SRC
COX6C	CUL9
COX6C	AL160313.1
RGS22	DNAH14
FBXO43	LINC01460
FBXO43	GLYCTK
FBXO43	DOK3
FBXO43	CRB2
POLR2K	FRAT2
SNX31	CD247
SNX31	MAIP1
SNX31	CTSO
SNX31	IK
SNX31	MEOX2
SNX31	AC004112.1
SNX31	LSMEM1
SNX31	BNIP3L
SNX31	C9orf153
SNX31	KLRD1
SNX31	CCDC59
SNX31	FANCM
SNX31	ERI2
SNX31	ITGA2B
SNX31	AC015845.2
SNX31	AC005972.4
SNX31	GAREM1
SNX31	TLE2
SNX31	AC010615.4
NCALD	PLCXD2
NCALD	LNX1
NCALD	NHSL1
AZIN1-AS1	ZNF621
AZIN1-AS1	NECTIN3-AS1
AZIN1-AS1	RNF217-AS1
AZIN1-AS1	AP003354.2
AZIN1-AS1	UNC13B
AZIN1-AS1	RFLNA
AZIN1-AS1	RNF6
AZIN1-AS1	SLC13A3
AP003354.2	HSF2BP
BAALC-AS1	KIAA1586
BAALC-AS1	EFCAB13
AC090579.1	AC018832.1
AC021237.1	AC091982.1
AC021237.1	DUSP14
AC021237.1	GAPDHS
SYBU	SH3GL2
AC103993.1	AF001548.2
UTP23	AC004865.2
UTP23	LEPR
UTP23	JAZF1-AS1
UTP23	C7orf61
UTP23	PARD6G-AS1
AARD	AC109349.1
AARD	TFR2
AARD	TMEM74B
AC023590.1	AL110118.2
MAL2-AS1	DOK4
NOV	NPR1
NOV	FSCN3
NOV	RORB-AS1
NOV	CABP4
NOV	SRGN
NOV	ISLR
NOV	SLC5A4
AC021733.1	TSPAN10
AC016405.3	AL139099.1
AC016405.3	AC107871.2
FAM83A	LINC02475
FAM83A	CXCL13
FAM83A	CPED1
FAM83A	AC005632.4
FAM83A	AC006449.6
FBXO32	CEP152
AC090193.1	CBLC
ANXA13	ERVMER34-1
FER1L6	RNF17
NDUFB9	AL627309.1
NDUFB9	AC239802.2
NDUFB9	SCNM1
NDUFB9	B3GALT4
NDUFB9	CYP51A1-AS1
NDUFB9	SNAPC4
NDUFB9	MRPL21
NDUFB9	ERP29
NDUFB9	AL355001.2
NDUFB9	NEK8
CASC11	AC008574.1
CASC11	GADD45G
CASC11	MKX
CASC11	AC125611.4
PVT1	FSTL4
AC022973.4	SLC45A3
AC022973.4	AC106870.1
AC022973.4	AL512634.1
AC022973.4	EDRF1-AS1
AC022973.3	AL589743.5
AC022973.3	AC007786.1
HHLA1	AC129807.1
HHLA1	LINC01208
HHLA1	MESTIT1
KCNQ3	ARHGEF19
KCNQ3	PLB1
KCNQ3	CRIM1
KCNQ3	AGMO
KCNQ3	AP002991.1
LRRC6	CASC2
ST3GAL1	ELK1
COL22A1	PLXND1
PTP4A3	EBPL
AC138647.1	AL356580.1
AC138647.1	ST20-AS1
AC138647.1	KRT17
ARC	KLF16
GML	LINC02035
GML	AC005696.1
LY6H	TKT
LY6H	AL096711.2
LY6H	PTDSS1
LY6H	PTGES2
LY6H	KDELR1
MROH6	HCN3
MROH6	AL513211.1
MROH6	FBXO5
MROH6	AC102953.2
MROH6	DNASE1L2
PUF60	LRRC47
PUF60	TADA3
GRINA	LYPLA2
GRINA	SLC5A6
GRINA	TPRA1
GRINA	PARP10
GRINA	VPS18
GRINA	ORAI3
CYC1	SSR2
CYC1	CYB5R1
CYC1	CNPY3
CYC1	EBP
CYC1	SLC52A2
CYC1	UBXN1
CYC1	SRPRA
CYC1	FBXL15
CYC1	AC004812.2
CYC1	ROGDI
CYC1	TMEM219
CYC1	SRSF2
CYC1	WDR18
CYC1	PLEKHJ1
CYC1	TRIR
CYC1	STX10
CYC1	ILVBL
CYC1	ANKRD54
MAF1	ZNF687
VPS28	TMEM9
VPS28	ARFIP2
VPS28	ZNF414
KIFC2	HDAC10
MFSD3	C8orf58
RECQL4	AL589765.4
C8orf82	AC009902.2
RPL8	AL021026.1
RPL8	LAMTOR4
RPL8	LSM1
RPL8	PRR13
RPL8	EMC9
RPL8	RAB34
RPL8	NXT1
RPL8	C19orf81
ZNF7	AIMP2
AL359076.1	AC008264.2
VLDLR-AS1	VLDLR
RFX3-AS1	SPR
RFX3-AS1	AC034195.1
RFX3-AS1	NECTIN3-AS1
RFX3-AS1	SLC9B1
RFX3-AS1	LINC00271
RFX3-AS1	NUP43
RFX3-AS1	AC079760.1
RFX3-AS1	RECQL4
RFX3-AS1	AP002884.1
RFX3-AS1	FAM107B
RFX3-AS1	AL157786.1
RFX3-AS1	REP15
RFX3-AS1	TMTC4
RFX3-AS1	CCDC151
RFX3-AS1	LINC02556
RFX3-AS1	U62317.3
AL136980.1	LINC00649
MLANA	AL365205.1
MLANA	AL355297.4
MLANA	AC005702.1
IL33	NTRK1
IL33	MIR217HG
IL33	AC112220.4
IL33	LINC00879
IL33	C3orf22
IL33	TRIM59
IL33	AC097487.1
IL33	BTNL9
IL33	Z84484.1
IL33	VWDE
IL33	AC104073.4
IL33	SMO
IL33	AC087241.1
IL33	C12orf50
IL33	LRRC46
IL33	HMSD
IL33	MBD3L1
IL33	AC092295.2
IL33	ADM5
UHRF2	CTNNAL1
UHRF2	CIC
AL133480.1	PAPPA
AL133480.1	ZFAS1
GLDC	SIPA1L2
GLDC	ELL2
GLDC	FAM111A-DT
GLDC	AC010636.2
AL162411.1	AC005225.2
RRAGA	RNF26
RRAGA	APRT
RPS6	CEP19
RPS6	BYSL
RPS6	PPP1R35
RPS6	AP001160.1
RPS6	AP000487.1
RPS6	AC093525.4
SLC24A2	ZFYVE28
SLC24A2	TLR10
SLC24A2	FAM20C
SLC24A2	INHBA
SLC24A2	CAV1
SLC24A2	TTPA
SLC24A2	FAM95B1
AL591222.1	TMEM56-RWDD3
AL591222.1	AL021396.1
MTAP	SLC27A4
CDKN2B-AS1	CDKN2A
LRRC19	AC062017.1
LRRC19	PCDH12
MOB3B	WNT7A
LINGO2	COL24A1
LINGO2	KCNH7
LINGO2	NDST3
LINGO2	CDH12
SMIM27	MOSPD1
APTX	ZSCAN1
DNAJA1	AZIN2
DNAJA1	PPID
DNAJA1	CCT5
DNAJA1	PALM2
DNAJA1	TTC12
DNAJA1	ZNF473
AQP7	CYP4F11
CYP4F26P	ANKRD18B
ENHO	KCNF1
ENHO	WFS1
ENHO	NINJ1
ENHO	CTSF
CNTFR-AS1	ZNF252P-AS1
CCL27	PRRG4
CCL27	AC009133.4
STOML2	SLC35C1
RMRP	AL445524.1
RMRP	AC106798.1
RMRP	KLHL7-DT
RMRP	AC023200.1
RMRP	AC087752.4
RMRP	CLRN3
RMRP	CDAN1
SPAAR	BEST4
SPAAR	BCL2L15
SPAAR	AL591441.2
SPAAR	POLA2
SPAAR	TNNC2
TRMT10B	FAM229B
TRMT10B	AL078639.1
TRMT10B	RGP1
FAM95C	ANKRD18A
AL845311.1	AP001269.4
AL845311.1	E2F1
FP325318.1	AL353626.1
CBWD6	CBWD3
AL935212.1	ID2-AS1
AL590399.3	SNHG27
ANKRD20A3	AL136317.2
ANKRD20A1	ANKRD20A4
ANKRD20A1	AL136317.2
AL353616.2	UBE2F-SCLY
AL354794.1	CR936218.2
TJP2	C1orf167
TJP2	ZYG11A
TJP2	AL356488.2
TJP2	CHI3L2
TJP2	CRABP2
TJP2	TNN
TJP2	LINC01633
TJP2	LAMB3
TJP2	FAM177B
TJP2	AC016745.2
TJP2	AC104088.1
TJP2	AC010149.1
TJP2	BSN-DT
TJP2	STAB1
TJP2	AC096759.2
TJP2	LINC01256
TJP2	LINC01033
TJP2	LINC02161
TJP2	AL513123.1
TJP2	LINC01010
TJP2	AL023284.4
TJP2	LINC01392
TJP2	ARHGEF10
TJP2	AF131216.3
TJP2	AC084024.3
TJP2	AC055822.1
TJP2	HAUS6
TJP2	AL391834.2
TJP2	AL355432.1
TJP2	FBXO10
TJP2	ZNF169
TJP2	OLFML2A
TJP2	LRRC56
TJP2	PTH
TJP2	TIGD3
TJP2	BACE1-AS
TJP2	AL731567.1
TJP2	TNKS2-AS1
TJP2	AL136295.2
TJP2	FGF7
TJP2	AC025272.1
TJP2	NPIPA2
TJP2	AC009086.2
TJP2	ITGAM
TJP2	AC116667.1
TJP2	AC099508.1
TJP2	GSG1L2
TJP2	LLGL1
TJP2	AC138207.2
TJP2	STRADA
TJP2	MRPL38
TJP2	OGFOD3
TJP2	AP005328.1
TJP2	AL035461.2
TJP2	ADA
TJP2	KLF2
TJP2	LINC01837
TJP2	AC010624.2
TJP2	AC002472.1
TJP2	DERL3
TJP2	MTFP1
TJP2	LINC01547
AL353693.1	PLCH1
AL353693.1	BNC2
AL353693.1	TEX14
MAMDC2	LINC00115
MAMDC2	GEMIN6
MAMDC2	DNAH8
GDA	AC233723.1
ZFAND5	TXNIP
AL512634.1	AC093766.1
AL158154.2	AC079610.1
AL158154.2	CD200R1
AL158154.2	AL445430.1
AL158154.2	LOXL1
RASEF	AC078980.1
RASEF	AC002553.2
IDNK	NBPF14
IDNK	PSMG3-AS1
AL354733.3	AC007106.1
SLC28A3	NUDT18
SLC28A3	AC002310.4
SLC28A3	SPC24
SLC28A3	AC010422.2
SLC28A3	LINC01637
C9orf153	UBXN11
C9orf153	AC068282.1
AL353613.1	TNFRSF25
CTSL	OSER1
NXNL2	DPYD
CKS2	GHRLOS
CKS2	HTR3E
CKS2	AC007370.2
CKS2	GDPD4
AL355607.1	ANP32B
AL158071.1	AL160291.1
NFIL3	AC007344.1
OMD	ASPN
OMD	ECM2
ASPN	ECM2
CARD19	TMEM43
CARD19	C11orf74
PCAT7	FTSJ3
FBP1	JCAD
AL353768.1	AC069185.1
AL353768.1	TM6SF1
HABP4	SLCO5A1
HABP4	SEH1L
CTSV	PAX7
CTSV	FABP1
CTSV	OLFML2A
CTSV	AL137186.2
CTSV	NXPH3
CTSV	SLC32A1
HEMGN	AC121154.1
HEMGN	AL590652.1
HEMGN	LINC02207
GABBR2	PTPN5
COL15A1	JAG1
SEC61B	CKMT2-AS1
AL359710.1	CCDC191
AL359710.1	DDO
AL359710.1	SDCBP2-AS1
MSANTD3-TMEFF1	MTF1
GRIN3A	MME
GRIN3A	SLC30A8
GRIN3A	AC023421.2
LINC01505	TPRG1
AL807761.4	BBOF1
C9orf152	IL18BP
LPAR1	EFHD1
C9orf84	RHD
C9orf84	SLC16A4
C9orf84	AC104461.1
C9orf84	AC093110.1
C9orf84	AC007679.1
C9orf84	CAV3
C9orf84	MAK
C9orf84	SYNGAP1-AS1
C9orf84	GTF2IRD2
C9orf84	SLC13A4
C9orf84	TMEM213
C9orf84	AC103853.1
C9orf84	BCO1
C9orf84	AF127577.2
C9orf84	C21orf62
SNX30	GPR39
SNX30	SCML2
SLC46A2	DNAJC5G
SLC46A2	DMBT1
SLC46A2	MIR7-3HG
SLC46A2	NWD1
ZNF618	LINC01182
ATP6V1G1	LAMTOR5
ATP6V1G1	MYD88
ATP6V1G1	GRPEL2
ATP6V1G1	SHMT2
ATP6V1G1	RSL24D1
ATP6V1G1	SNRPB2
ATP6V1G1	TMEM161A
ATP6V1G1	SDHAF1
TEX48	IL5
DEC1	UBE2A
ASTN2-AS1	AC022679.2
ASTN2-AS1	SP2-AS1
AL133284.1	ARHGEF7-AS2
AL133284.1	LINC02003
AL161630.1	AC084757.3
AL160272.1	NOXRED1
GSN-AS1	ABHD14A
DAB2IP	MAN1C1
NDUFA8	AC027097.2
AL162254.1	ALKBH3-AS1
AL162254.1	CACTIN
AL162254.1	CAMSAP3
AL162254.1	PSG11
NEK6	CARS
OLFML2A	LINC01963
RPL35	TRABD2B
RPL35	TARID
RPL35	HNRNPA1
RPL35	NDRG4
RPL35	SETD6
RPL35	CSTF1
HSPA5	PADI2
HSPA5	PDIA6
HSPA5	MANF
HSPA5	FNTA
HSPA5	DDIT3
HSPA5	HSP90B1
HSPA5	CALR
HSPA5	XBP1
SLC2A8	AP002495.2
PTRH1	SLC2A6
TTC16	C4orf19
TTC16	MOG
TTC16	RCC1L
PTGES2	ABRAXAS1
C9orf16	ARRDC1-AS1
C9orf16	CCDC189
AL359091.1	AC244021.1
AL359091.1	AL162411.1
AL359091.1	AP002387.2
ENDOG	DDX49
KYAT1	TMEM237
KYAT1	BCAT2
PHYHD1	RAP1GAP2
AL158151.4	TBC1D7
AL158151.4	AL158151.3
C9orf106	SPG21
C9orf106	SNUPN
AL353803.2	AP003170.3
AL353803.2	PTER
HMCN2	SKIDA1
AL157938.2	AC079385.1
AL157938.3	A2ML1
AL157938.3	LINC01586
AL358781.2	GLUD2
AL358781.2	AC245140.3
AL358781.2	NUTM2G
AL358781.2	ZNF10
GFI1B	LINC02377
GFI1B	AJ003147.2
RALGDS	UNC5A
RALGDS	TFE3
RALGDS	INPPL1
RALGDS	UBALD2
RALGDS	PLIN3
RPL7A	SNAPIN
RPL7A	AUP1
RPL7A	LNP1
RPL7A	GK3P
RPL7A	AL451165.2
RPL7A	EEF1A1
RPL7A	TBRG4
RPL7A	NSUN5
RPL7A	TBL2
RPL7A	ARAF
RPL7A	LDOC1
RPL7A	AF117829.1
RPL7A	LINC01492
RPL7A	FAM206A
RPL7A	TAF10
RPL7A	PFDN5
RPL7A	RBM19
RPL7A	PSME1
RPL7A	AC025283.3
RPL7A	MYO18A
RPL7A	SNHG25
RPL7A	ZCCHC3
RPL7A	TAF4
RPL7A	DHPS
RPL7A	NR2C2AP
RPL7A	PSMC4
RPL7A	RPL28
VAV2	KLHDC8A
VAV2	EIF4G1
VAV2	LMNB1
VAV2	E2F3
VAV2	TNKS1BP1
VAV2	AC026471.4
VAV2	C19orf12
VAV2	KREMEN1
BX649632.1	SCGB3A2
BX649632.1	AC120498.9
RXRA	PRDM16
RXRA	CDK18
RXRA	RFX8
RXRA	NCBP2
RXRA	LINC00222
RXRA	RINT1
RXRA	CTHRC1
RXRA	MAPT-AS1
RXRA	PSMG1
AL669970.1	LINC02165
DNLZ	AL031432.3
DNLZ	URGCP-MRPS24
NALT1	CYP4A22-AS1
AGPAT2	VIPR1
AGPAT2	CYB561
EDF1	MTX1
EDF1	AC012508.2
EDF1	IL17RE
EDF1	ZNF445
EDF1	TUSC2
EDF1	AP001816.1
EDF1	C6orf47
EDF1	NFKBIE
EDF1	NUDT1
EDF1	DNAJC30
EDF1	PDAP1
EDF1	G6PD
EDF1	GTF2E2
EDF1	CCDC107
EDF1	SET
EDF1	HRAS
EDF1	COMMD9
EDF1	UQCC3
EDF1	SAC3D1
EDF1	TMEM134
EDF1	AP002360.1
EDF1	COPS7A
EDF1	STOML1
EDF1	CORO1A
EDF1	FITM2
EDF1	CD320
EDF1	MPV17L2
EDF1	AP2S1
EDF1	GRWD1
EDF1	ETFB
LCN12	AC117402.1
PAXX	MIPEP
SAPCD2	KCTD15
DPP7	USF1
GRIN1	CHD5
GRIN1	SLC6A7
GRIN1	EPHB6
GRIN1	PTK2B
GRIN1	KIFC2
GRIN1	KCNT1
GRIN1	BAIAP3
GRIN1	CORO6
GRIN1	ADAM11
GRIN1	MAST3
GRIN1	YJEFN3
GRIN1	MAPK11
ANAPC2	MHENCR
SSNA1	ASB6
SSNA1	KAT5
TMEM203	CFAP97
TUBB4B	CDK5R2
TUBB4B	MRPL49
TUBB4B	C19orf48
NSMF	PBX2
NSMF	SPNS2
AC069287.1	NPR1
RASSF7	AC007040.2
MIR210HG	AL358216.1
AP006621.4	CENPS-CORT
AP006621.4	AJ239322.1
AP006621.4	KANSL2
AP006621.4	PRC1
CEND1	EPN1
PANO1	AC005324.4
RPLP2	CEP44
RPLP2	NDUFA2
RPLP2	DBN1
RPLP2	SMIM27
RPLP2	SYT9
RPLP2	PLEKHA7
RPLP2	POLD4
RPLP2	AC090115.1
RPLP2	HNRNPA1P48
RPLP2	TRAPPC2L
RPLP2	SSBP4
RPLP2	PVR
RPLP2	PES1
AP006623.1	HAUS2
CHID1	AC007221.2
MUC6	TBX15
MUC6	ZDHHC16
BRSK2	TTC21A
BRSK2	RPS6KA4
BRSK2	EME2
IFITM10	CPSF1
CD81	PHLDA3
CD81	LGALSL
CD81	C11orf96
CD81	ORAI1
CD81	UBE2M
TSSC4	ENO1
TSSC4	RARA
KCNQ1	STPG4
KCNQ1	SLC51A
KCNQ1	C1QTNF7
KCNQ1	AC114947.2
KCNQ1	OSTM1-AS1
KCNQ1	GNA14-AS1
KCNQ1	AC068888.1
KCNQ1	AC073896.2
KCNQ1	AC007495.2
KCNQ1	AC010551.3
CARS	CACNA1G
CARS	AL136460.1
PGAP2	SLX4
MMP26	AC019330.1
C11orf42	MYT1L-AS1
C11orf42	SEPSECS
C11orf42	SPINK13
C11orf42	AC138956.2
C11orf42	AL928970.1
C11orf42	AC004672.1
C11orf42	AC015845.1
C11orf42	AL031663.3
CCKBR	SH2D5
CCKBR	AL139289.2
HPX	AC011700.1
RPL27A	MTMR14
RPL27A	ANAPC13
RPL27A	AC097478.1
RPL27A	C6orf48
RPL27A	RARRES3
RPL27A	ANKRD16
RPL27A	RFC3
RPL27A	PSMA4
RPL27A	SLC47A1
RPL27A	MEIOC
RPL27A	RAB11B-AS1
RPL27A	SNRPD2
RPL27A	SELENOO
TMEM9B	KLHDC9
TMEM9B	DPM2
TMEM9B	MAN1B1-DT
TMEM9B	PIGH
TMEM9B	C17orf58
AC011092.2	AL031428.1
AC011092.2	AL512306.3
AC011092.2	ZNF669
AC011092.2	AL157392.2
AC011092.2	AL390816.2
AC011092.2	ITFG1-AS1
AC011092.2	COG8
AC011092.2	UNC13D
ADM	AK4
ADM	FUT11
LYVE1	PNOC
LYVE1	AC138904.3
PARVA	C1orf131
PTH	MIR193BHG
AC027779.1	BX284668.6
AC027779.1	AL354872.2
AC027779.1	AL365181.3
AC027779.1	NR5A2
AC027779.1	CAPN9
AC027779.1	LINC01828
AC027779.1	AC009309.1
AC027779.1	GRM7-AS3
AC027779.1	RNF212
AC027779.1	TMPRSS11F
AC027779.1	TTLL2
AC027779.1	Z93403.1
AC027779.1	MMP20
AC027779.1	KLRC1
AC027779.1	VDR
AC027779.1	AC026367.2
AC027779.1	MAB21L1
AC027779.1	LINC00381
AC027779.1	DLGAP5
AC027779.1	WASIR2
AC027779.1	AC010601.1
AC027779.1	AC073508.2
AC027779.1	AL121781.1
AC027779.1	GNG8
AC027779.1	AC245884.8
AC027779.1	GTPBP1
AC027779.1	C21orf91-OT1
AC027779.1	PWP2
PLEKHA7	RAB11FIP2
RPS13	AL691432.2
RPS13	SELENOK
RPS13	ISCU
SERGEF	WDR43
SERGEF	POLB
SERGEF	TARBP2
SERGEF	TSNAXIP1
MRGPRX3	AL121992.1
MRGPRX3	AL031727.2
MRGPRX3	SH3D21
MRGPRX3	AL358472.4
MRGPRX3	ARHGAP30
MRGPRX3	AL096803.3
MRGPRX3	GACAT3
MRGPRX3	SRD5A2
MRGPRX3	AC005041.1
MRGPRX3	AC012511.1
MRGPRX3	AC092667.1
MRGPRX3	CDCA7
MRGPRX3	AC117513.1
MRGPRX3	AC078795.3
MRGPRX3	GPR78
MRGPRX3	AC106772.1
MRGPRX3	TIMD4
MRGPRX3	TRIM39
MRGPRX3	HLA-DOB
MRGPRX3	POLH-AS1
MRGPRX3	AL109947.1
MRGPRX3	ADGRG6
MRGPRX3	PRRT4
MRGPRX3	AC006974.1
MRGPRX3	LINC00589
MRGPRX3	ESRP1
MRGPRX3	AC090193.1
MRGPRX3	GML
MRGPRX3	CCL27
MRGPRX3	PDLIM1
MRGPRX3	PCGF6
MRGPRX3	AC006206.2
MRGPRX3	PLBD1-AS1
MRGPRX3	OASL
MRGPRX3	AC131009.1
MRGPRX3	AL132639.2
MRGPRX3	AC087612.1
MRGPRX3	SLFN12L
MRGPRX3	GZMM
MRGPRX3	TBXA2R
MRGPRX3	CD70
MRGPRX3	AC010422.3
MRGPRX3	OR7C1
MRGPRX3	ERVK-28
MRGPRX3	HSFY2
MRGPRX3	GALR3
MRGPRX3	AF127936.2
MRGPRX3	AF127577.3
NAV2-AS4	AL133284.1
NELL1	SLIT1
NELL1	NCAN
AC100768.2	KLHL7-DT
AC090592.1	LAIR1
KIF18A	AC006064.4
AC090791.1	AC144836.1
AC090124.1	AC124657.1
AC131571.1	LINC01362
LMO2	BATF3
LMO2	DEPTOR
LMO2	FRMD8
LMO2	GRIA4
CD44	MTMR11
CD44	PTCHD1
CD44	ELK3
CD44	AC005186.1
PAMR1	AC090692.1
AL135934.1	C9orf106
RAG2	CCDC74A
RAG2	AC112503.1
RAG2	AC135457.1
RAG2	STEAP4
RAG2	SMIM10
RAG2	ITIH2
RAG2	KCNJ8
RAG2	OVCH1-AS1
RAG2	AC034102.4
RAG2	AL136038.3
RAG2	AC016705.1
RAG2	LINC00920
RAG2	AP005131.3
RAG2	AC020912.1
RAG2	CYYR1
AC022796.1	AC024243.1
AC090138.1	VCAN-AS1
LINC01499	AC093801.1
LINC01499	AC024475.4
LINC01499	RAD9B
LINC01499	LINC00457
LINC01499	AC007494.2
LINC01499	CDH1
LINC01499	AC243571.2
LINC01499	AC012313.1
C11orf96	USP27X
ALX4	TAGAP
ALX4	PHEX-AS1
ALX4	AC023200.1
ALX4	AP003419.1
ALX4	AL132657.1
ALX4	TUBB3
ALX4	AL096799.1
ALX4	AL354813.1
ALX4	LINC01842
ALX4	AL022476.1
CD82	CUX2
PRDM11	XXYLT1
AC103855.3	SLC7A8
LRP4-AS1	AL451085.2
LRP4-AS1	BHLHE40-AS1
LRP4-AS1	ARIH2OS
LRP4-AS1	AC097716.1
LRP4-AS1	HARS2
LRP4-AS1	C6orf226
LRP4-AS1	ATP6V0E2-AS1
LRP4-AS1	ADGRG2
LRP4-AS1	AC027018.1
LRP4-AS1	HEPN1
LRP4-AS1	SP1
LRP4-AS1	AC137767.1
LRP4-AS1	PCDH9-AS1
LRP4-AS1	AC140912.1
LRP4-AS1	AC009063.2
LRP4-AS1	AC139530.1
LRP4-AS1	ACSBG2
LRP4-AS1	TTC3-AS1
PACSIN3	DCLRE1B
PSMC3	AC107884.1
PSMC3	WRAP53
NDUFS3	LRRC73
FOLH1	ITGA2
FOLH1	SH3TC2
FOLH1	COL4A5
FOLH1	LPAR1
FOLH1	OPALIN
FOLH1	SHTN1
FOLH1	GLDN
FOLH1	SLC5A11
FOLH1	ASPA
FOLH1	ABCA8
BTBD18	AP000462.3
BTBD18	AC011443.1
OR9Q1	NSUN2
MS4A4E	WNT4
MS4A4E	MYCBP
MS4A4E	ORC1
MS4A4E	FANCD2OS
MS4A4E	SAMMSON
MS4A4E	TIPARP-AS1
MS4A4E	IL12A
MS4A4E	AC008945.1
MS4A4E	CD14
MS4A4E	TCF19
MS4A4E	AL138826.1
MS4A4E	LINC01611
MS4A4E	AL023806.1
MS4A4E	RSPH10B2
MS4A4E	IGF2BP3
MS4A4E	AC004485.1
MS4A4E	BLACE
MS4A4E	ITIH6
MS4A4E	REEP4
MS4A4E	AC107952.2
MS4A4E	AC011632.1
MS4A4E	RASSF7
MS4A4E	AC090092.1
MS4A4E	AP003032.1
MS4A4E	TMEM45B
MS4A4E	CACNA1C-AS2
MS4A4E	LINC01198
MS4A4E	LINC00519
MS4A4E	AL355838.1
MS4A4E	AL138976.2
MS4A4E	AL031705.1
MS4A4E	C16orf71
MS4A4E	NAGPA-AS1
MS4A4E	EXOC3L1
MS4A4E	AC092718.5
MS4A4E	AC090282.1
MS4A4E	PIK3R6
MS4A4E	ZNF385C
MS4A4E	C17orf53
MS4A4E	UBTF
MS4A4E	DNAI2
MS4A4E	AC008109.1
MS4A4E	SERPINB2
MS4A4E	MYBL2
MS4A4E	NTSR1
MS4A4E	TSKS
MS4A4E	AC007666.1
MS4A4E	AL022322.1
MS4A4E	AP000697.1
MS4A13	C15orf53
TMEM132A	EDNRB
CD6	GPR149
CD6	AL359643.3
CD6	OPRK1
CD6	ALPK2
CD5	AC034102.3
AP003108.2	CITED2
TMEM258	AC009303.2
TMEM258	ZNF787
FADS2	CKAP2
FADS3	TAF1C
FTH1	GSTM3
FTH1	NUDCD2
FTH1	FAM135B
FTH1	TMEM9B
FTH1	SIRT4
