AGRN	PLEC
FTH1	TRMT5
FTH1	AC135050.3
FTH1	GABARAPL2
FTH1	SAT2
FTH1	MIER2
FTH1	AC012615.1
FTH1	DNASE2
AP003306.2	AC009570.1
B3GAT3	RASSF1
B3GAT3	TIMP3
AP001458.2	KNL1
LBHD1	C19orf57
UQCC3	TERF2
UBXN1	CBLL1
UBXN1	GATC
GNG3	TAF6
GNG3	CCDC184
GNG3	CCDC106
TMEM179B	TSEN54
NXF1	ZNF771
SLC3A2	DDX20
OTUB1	DNAJC4
STIP1	RSAD2
STIP1	CCDC13
STIP1	LINC02427
STIP1	OARD1
STIP1	PLOD3
STIP1	LRRC61
STIP1	MTMR8
STIP1	TMEM72-AS1
STIP1	PTGES3
STIP1	WASHC3
STIP1	C12orf42
STIP1	ABCA10
STIP1	JMJD6
STIP1	ABHD3
STIP1	ZNF337-AS1
STIP1	MKNK2
STIP1	PAXBP1-AS1
VEGFB	ACTR1B
VEGFB	PJVK
VEGFB	MARCH9
VEGFB	LINC01422
FKBP2	MZT2A
FKBP2	FAM114A1
FKBP2	AP1AR
FKBP2	NDUFC1
FKBP2	LIX1-AS1
FKBP2	SLC16A10
FKBP2	RBM4
FKBP2	FBXW4
FKBP2	MRPL52
FKBP2	ZNF780A
PPP1R14B	MAFG
BAD	NTHL1
ESRRA	SLC25A22
CDCA5	AL359921.1
TM7SF2	LINC00092
TM7SF2	JMJD8
TM7SF2	GCAT
FAU	UROD
FAU	GSTM4
FAU	IER5
FAU	IMP4
FAU	TMBIM1
FAU	ANKRA2
FAU	PFDN6
FAU	POLH
FAU	TMEM60
FAU	RARRES2
FAU	PRDX4
FAU	SSR4
FAU	TALDO1
FAU	NDUFS8
FAU	SAP18
FAU	NPC2
FAU	ELOB
FAU	IDH3B
FAU	ROMO1
FAU	DDX39A
NEAT1	ZMAT4
NEAT1	PAPSS2
NEAT1	CLMN
MALAT1	GDAP2
MALAT1	AC010967.1
MALAT1	CPEB2
MALAT1	GTPBP2
MALAT1	AC092171.3
MALAT1	ZFHX4
MALAT1	PODNL1
FAM89B	CAMK2N2
RELA	ADGRA2
RELA	TIRAP
RELA	BMI1
CFL1	SH3BGRL3
CFL1	CHPF
CFL1	AIP
CFL1	CIB1
CFL1	PFN1
CFL1	PEX12
CFL1	SLC9A3R1
CFL1	SCAND1
CFL1	BSG
CFL1	RAB11B
CFL1	COPE
CFL1	TBCB
CFL1	CDC42EP1
FIBP	SAMD10
CCDC85B	CLTB
CCDC85B	MRPS18A
CCDC85B	BCAP31
CCDC85B	SUMO3
DRAP1	PPIF
DRAP1	MAGEL2
DRAP1	MED29
BANF1	ZSWIM4
CTSF	EPHX1
CTSF	TMEM106C
CTSF	YPEL3
CTSF	PDK2
CTSF	PIK3IP1
RBM4	GALNT15
RBM4	ERMARD
RBM4	ZNF418
RHOD	AC022382.1
RHOD	ADPRH
RHOD	KEL
RHOD	PAX5
RHOD	CUZD1
RHOD	IL4R
RHOD	ZNF668
RHOD	AC240565.1
ANKRD13D	TMEM185A
ANKRD13D	RFNG
AP003419.1	AC010255.3
AP003419.1	AC019209.3
AP003419.1	AC021092.1
CARNS1	TMEM144
CARNS1	CERCAM
RPS6KB2-AS1	AL033527.3
RPS6KB2-AS1	AC022540.1
CORO1B	GORASP1
TMEM134	NHS
AIP	EID2
CDK2AP2	GPS2
CDK2AP2	MRGBP
CDK2AP2	HMG20B
CDK2AP2	ERVK3-1
GSTP1	ILF2
GSTP1	AAMP
GSTP1	UQCRC1
GSTP1	TSC22D4
GSTP1	MOSPD3
GSTP1	ARF5
GSTP1	SLC25A6
GSTP1	TIMM17B
GSTP1	HSD17B10
GSTP1	NAPRT
GSTP1	YIF1A
GSTP1	CORO1B
GSTP1	RPLP0
GSTP1	TMEM97
GSTP1	TLCD1
GSTP1	SUPT4H1
GSTP1	LGALS3BP
GSTP1	C20orf27
GSTP1	YIPF2
GSTP1	LSM4
AP003716.1	AC127526.1
NDUFS8	ZNF230
AP002992.1	GNLY
AP002992.1	AC010280.2
LRP5	KLHL29
AP003096.1	LINC00901
MRGPRF	AC068620.2
MRGPRF	ISYNA1
TPCN2	TMEM99
CCND1	MCAM
CCND1	CD276
AP002336.2	CMTM7
AP002336.2	DLD
AP002336.2	ADAMTS13
AP002336.2	ITGAL
AP002336.2	AC091132.5
AP002336.2	CCDC47
AP002336.2	MED25
AP002336.2	ASPHD2
AP002336.2	Z82217.1
AP002336.2	TYMP
SHANK2-AS1	LINC02235
SHANK2-AS1	LRTM2
SHANK2-AS1	CLBA1
SHANK2-AS1	TMC3
SHANK2-AS1	ADCYAP1
SHANK2-AS1	TSSK6
AP002495.2	ZNF846
AP000812.1	AC007966.1
AP000812.1	AC020912.1
UCP2	ADSSL1
SERPINH1	AC239868.3
SERPINH1	KLK14
AP001922.5	TOLLIP
MYO7A	AC244453.3
MYO7A	SUMF2
MYO7A	RANGAP1
AP003032.1	SEMA6A-AS2
AP003032.1	PRR11
AP003086.2	AL096855.1
AP003086.2	AL513327.1
AP003086.2	AL139147.1
AP003086.2	AP4B1-AS1
AP003086.2	AC104699.1
AP003086.2	AC092839.1
AP003086.2	AC092567.1
AP003086.2	CFAP100
AP003086.2	PDE6B
AP003086.2	C4orf51
AP003086.2	AC010275.1
AP003086.2	CYSTM1
AP003086.2	AC091887.1
AP003086.2	AC068533.3
AP003086.2	AC008267.5
AP003086.2	CYP3A5
AP003086.2	SPDYE3
AP003086.2	AC009542.1
AP003086.2	ALG13-AS1
AP003086.2	TMEM70
AP003086.2	AL133480.1
AP003086.2	AC131934.1
AP003086.2	KCNQ1
AP003086.2	AC011092.2
AP003086.2	NAV2-AS3
AP003086.2	AC022395.1
AP003086.2	FAM196A
AP003086.2	CCDC65
AP003086.2	AC012464.1
AP003086.2	AL158801.3
AP003086.2	AL139021.1
AP003086.2	HIF1A-AS2
AP003086.2	AL139022.1
AP003086.2	AL359317.2
AP003086.2	AL157871.4
AP003086.2	INO80-AS1
AP003086.2	AC092338.2
AP003086.2	AC010542.2
AP003086.2	AC125793.1
AP003086.2	AC091153.2
AP003086.2	AC087501.1
AP003086.2	AC005746.2
AP003086.2	PRKCA-AS1
AP003086.2	AP005899.1
AP003086.2	AC090772.2
AP003086.2	AC016493.1
AP003086.2	AL035071.2
AP003086.2	APCDD1L
AP003086.2	AC243964.2
AP003086.2	Z99774.1
AP003086.2	AL022238.2
AP003086.2	AP001439.1
TENM4	AP002759.1
TENM4	GRIP1
AP001547.1	YBEY
AP002759.1	AP001978.1
FAM181B	VEGFB
FAM181B	PPP1R3D
FAM181B	SCAF1
DDIAS	USP1
DDIAS	FEM1A
AP002370.2	GNGT1
AP002370.2	POLE2
AP002370.2	AC139769.2
AP001825.1	CLEC20A
AP001825.1	ERVMER61-1
AP001825.1	LINC00309
AP001825.1	LARS2-AS1
AP001825.1	PSMD6-AS2
AP001825.1	CFAP44-AS1
AP001825.1	ITGB5-AS1
AP001825.1	GPR171
AP001825.1	TRIM61
AP001825.1	AC244517.5
AP001825.1	AC008728.1
AP001825.1	AL133338.1
AP001825.1	POPDC3
AP001825.1	AC093627.5
AP001825.1	RBPMS
AP001825.1	KCNV2
AP001825.1	NIPSNAP3B
AP001825.1	AC104009.1
AP001825.1	IL18
AP001825.1	AP001267.3
AP001825.1	BX547991.1
AP001825.1	WNT5B
AP001825.1	SLC38A4
AP001825.1	AC034102.5
AP001825.1	AC117377.1
AP001825.1	DOCK9-AS1
AP001825.1	NALCN-AS1
AP001825.1	DIO2-AS1
AP001825.1	LINC02316
AP001825.1	MYH11
AP001825.1	AC025211.1
AP001825.1	AC243585.2
AP001825.1	AC006130.1
AP001825.1	MLLT1
AP001825.1	AKAP8L
AP001825.1	ZNF99
AP001825.1	DMC1
AP001831.1	LINC00539
AP001831.1	AC005480.1
AP005436.1	RAB38
CHORDC1	KIAA1522
CHORDC1	SIKE1
CHORDC1	FXR1
CHORDC1	LINC00884
CHORDC1	AC018797.2
CHORDC1	LYN
CHORDC1	C8orf88
CHORDC1	AK8
CHORDC1	UBE2D1
CHORDC1	CASP7
CHORDC1	AP5M1
CHORDC1	AC015908.2
CHORDC1	SELENOV
AP002784.1	B9D2
GPR83	AC007128.1
GPR83	HSPB8
GPR83	HSF5
GPR83	DNMT3B
ANGPTL5	RABL2A
ANGPTL5	DARS-AS1
ANGPTL5	TNFAIP8
ANGPTL5	STEAP1
ANGPTL5	AC103855.3
ANGPTL5	CASP4
ANGPTL5	TSPAN8
ANGPTL5	RHOF
ANGPTL5	AL356020.1
ANGPTL5	MEI1
TMEM123	DISP1
MMP20	AL137856.1
MMP20	AC034231.1
MMP20	ZFP62
MMP3	MPZ
MMP3	TP53TG3D
GRIA4	SCN9A
GRIA4	ANKRD55
GRIA4	THSD7A
GRIA4	SNX10
GRIA4	LGR4
GRIA4	RELT
GRIA4	PCSK2
AP001001.1	DNM3OS
AP001001.1	AC019080.4
AP001001.1	AC116616.1
AP001001.1	ART4
RAB39A	CAP2
NPAT	AC010201.1
POU2AF1	KPNA7
POU2AF1	LINC01435
POU2AF1	C16orf96
POU2AF1	RDM1
POU2AF1	LINC01993
POU2AF1	NLRP5
DIXDC1	TMCC2
IL18	AC100818.1
PLET1	CDC37L1-DT
AP002884.1	AP003063.1
AP003170.3	CKAP2L
AP003170.3	AMBN
AP003170.3	TAF7L
AP003170.3	AC100858.3
AP003170.3	SLC46A2
AP003170.3	SLC43A3
AP003170.3	EVI2A
AP003170.3	AC090227.1
AP003170.3	AC020911.1
NXPE1	AC100839.2
AP000462.3	AC069029.1
AP000462.1	AL136322.1
AP000462.1	AC010894.3
AP000462.1	AL035587.1
AP000462.1	AC058791.1
AP000462.1	MTCP1
AP000462.1	AC132192.2
AP000462.1	PCDH9-AS3
AP000462.1	RPA1
AP000892.1	AC005842.1
AP002954.1	C18orf21
CCDC84	RFC4
RPS25	RPS8
RPS25	RPS7
RPS25	FAM98A
RPS25	FUNDC1
RPS25	RPL7
RPS25	SNX30
RPS25	EHBP1L1
RPS25	RPL36AL
RPS25	AC098850.3
RPS25	CTDP1
SLC37A4	CES4A
H2AFX	AL590705.1
H2AFX	GDE1
THY1	HES6
THY1	NEU4
THY1	PRRT3
THY1	ZNF775
THY1	RITA1
AP003390.2	OGN
SC5D	FGFBP3
UBASH3B	DGKH
UBASH3B	OMG
HSPA8	CCT7
HSPA8	HSPA5
HSPA8	AC008537.1
HSPA8	AF165147.1
ZNF202	RPIA
NRGN	SNCB
NRGN	DMTN
NRGN	INA
NRGN	FXYD7
MSANTD2	NANOS3
HEPN1	TMEM177
HEPN1	ORMDL1
HEPN1	AC124016.1
HEPN1	COL19A1
HEPN1	LINC01003
HEPN1	TMEM223
HEPN1	POP5
HEPN1	LINC01896
HEPN1	EID2B
HEPN1	AC245060.5
PKNOX2	ACAA2
PKNOX2	AXL
PKNOX2	SPACA6
PKNOX2	HIC2
AP001007.1	AC004988.1
AP001007.1	KIF4A
AP001007.1	AC006581.1
FOXRED1	CAPN10-DT
FOXRED1	SMIM19
AP001783.1	AC009962.1
AP001783.1	SPON2
AP001783.1	AC087623.1
AP001783.1	LINC02237
AP001783.1	TMPRSS2
AP003481.1	SLC9C2
AP003481.1	VIT
AP003481.1	SH3BP5-AS1
AP003481.1	UCHL1-AS1
AP003481.1	LINC02436
AP003481.1	LAS1L
AP003481.1	WDFY4
AP003481.1	AC007848.1
AP003481.1	PAQR5
AP003481.1	ZSCAN2
AP003481.1	LINC01692
FLI1	DFFB
FLI1	LINC01126
FLI1	AC022126.1
FLI1	LINC01592
FLI1	GPR83
FLI1	C3
FLI1	AC119396.2
BARX2	FAM43B
BARX2	AL160272.1
BARX2	AC027682.6
BARX2	AC144836.1
BARX2	AC079210.1
TMEM45B	ZCRB1
TMEM45B	TMEM150B
ADAMTS15	AC104411.1
ADAMTS15	TACR3
ADAMTS15	MBLAC1
ADAMTS15	MRC1
ADAMTS15	AC005383.1
ADAMTS15	AC004846.2
LINC02551	AC008771.1
AP003025.2	ANGPT2
AP003025.1	AC069437.1
AP003025.1	AL136298.1
NTM-AS1	AL928654.1
AP000844.1	AC009951.2
IGSF9B	SKI
IGSF9B	FTCDNL1
IGSF9B	C2CD6
IGSF9B	NEK6
IGSF9B	AIF1L
IGSF9B	TSPAN9
IGSF9B	ATP11A
IGSF9B	KCNK10
IGSF9B	GRAMD2A
IGSF9B	RAB40C
IGSF9B	TRIM65
IGSF9B	LAMA5
IGSF9B	BRD4
IGSF9B	MEIS3
IGSF9B	CABIN1
DIP2C	MIR34AHG
DIP2C	ARHGEF10L
DIP2C	GRIK3
DIP2C	MIR4422HG
DIP2C	GNG12
DIP2C	HENMT1
DIP2C	RFX5
DIP2C	CHRNB2
DIP2C	AIDA
DIP2C	TRIM11
DIP2C	PPP1CB
DIP2C	ANKRD20A8P
DIP2C	SH3RF3
DIP2C	MYO7B
DIP2C	EXOSC7
DIP2C	FYCO1
DIP2C	QARS
DIP2C	C3orf14
DIP2C	PRICKLE2
DIP2C	ADAMTS9-AS2
DIP2C	LRIG1
DIP2C	SLC9C1
DIP2C	UBA5
DIP2C	DZIP1L
DIP2C	NMNAT3
DIP2C	ARHGEF26
DIP2C	NOP14
DIP2C	MED28
DIP2C	PTPN13
DIP2C	AC098582.1
DIP2C	AC008840.1
DIP2C	CAST
DIP2C	CCNI2
DIP2C	RPS10-NUDT3
DIP2C	NFYA
DIP2C	GTF2H5
DIP2C	AL354892.1
DIP2C	C7orf26
DIP2C	PLEKHA8
DIP2C	TRIP6
DIP2C	STS
DIP2C	VAMP7
DIP2C	AC104964.1
DIP2C	FAM160B2
DIP2C	SPACA9
DIP2C	CACFD1
DIP2C	SPI1
DIP2C	CHRM1
DIP2C	PPP2R1B
DIP2C	PKNOX2
DIP2C	PFKP
DIP2C	SEPHS1
DIP2C	WAC-AS1
DIP2C	SORBS1
DIP2C	SFXN3
DIP2C	INPP5A
DIP2C	ETFBKMT
DIP2C	PYM1
DIP2C	TMEM19
DIP2C	TMEM132B
DIP2C	FBRSL1
DIP2C	GOLGA3
DIP2C	LINC00621
DIP2C	GSX1
DIP2C	CHURC1-FNTB
DIP2C	SYNE3
DIP2C	ZNF839
DIP2C	LCMT2
DIP2C	RAB27A
DIP2C	ANKDD1A
DIP2C	KLHL25
DIP2C	AC090907.2
DIP2C	CHSY1
DIP2C	PCSK6
DIP2C	PAQR4
DIP2C	CFAP20
DIP2C	SPECC1
DIP2C	CBX4
DIP2C	FN3K
DIP2C	ZNF516
DIP2C	TRIB3
DIP2C	AL121761.1
DIP2C	ANO8
DIP2C	TRAPPC6A
IDI2	AC112907.3
AKR1C3	AKR1C1
AL355303.1	AL356275.1
AL355303.1	AL592287.1
AL355303.1	AL691420.1
AL355303.1	LRRIQ1
AL355303.1	AL590079.1
AL355303.1	AC138932.5
ASB13	POP1
AL137186.2	AC139887.4
AL137186.2	AL159174.1
AL137186.2	AC007991.3
AL137186.2	AC005837.3
IL2RA	HPGDS
IL2RA	LINC00603
IL2RA	LBHD1
IL2RA	AC008147.1
IL2RA	AC128707.1
IL2RA	PRRG2
IL2RA	MIMT1
PFKFB3	SH3BP5
PFKFB3	AC022034.2
PFKFB3	PLXDC1
AL157395.1	ANGPTL4
LINC00707	LINC02026
ITIH5	RND3
AL583859.2	TM4SF19-AS1
AL583859.2	AC106864.1
AL583859.2	AC010999.2
USP6NL	ART3
AL512770.1	AL049597.2
AL512770.1	FAM129A
AL512770.1	AC008592.4
AL512770.1	RSPO3
AL512770.1	LINC01476
AL512770.1	AC008764.1
STAM-AS1	BCDIN3D
TMEM236	TONSL
TMEM236	SMCO2
TMEM236	LTBP2
PLXDC2	MALRD1
PIP4K2A	SH3BP4
PIP4K2A	COQ2
PIP4K2A	AL121944.1
PIP4K2A	ZNF212
PIP4K2A	MIR181A2HG
PIP4K2A	ADAMTSL2
PIP4K2A	DPCD
PIP4K2A	PPP4R4
PIP4K2A	ADAL
PIP4K2A	CX3CL1
PIP4K2A	LINC01909
PIP4K2A	GINS1
PIP4K2A	FBXW9
PIP4K2A	RWDD2B
ARMC3	AC079098.1
MKX	AC026458.2
MKX	HS3ST2
BAMBI	RCCD1
ZEB1-AS1	C1orf105
ZEB1-AS1	SPATA9
ZEB1-AS1	GRM8
ZEB1-AS1	LINC00476
ZEB1-AS1	AL161935.3
PARD3	IGFBP2
PARD3	RAD18
PARD3	MGLL
PARD3	AC104806.2
PARD3	AL359715.1
PARD3	SRSF12
PARD3	EGFR
PARD3	AC011625.1
PARD3	PRKX
PARD3	ARHGEF6
PARD3	LINC00894
PARD3	TTI2
PARD3	MIR2052HG
PARD3	ARPC5L
PARD3	RXRA
PARD3	NRIP3
PARD3	PHYHIPL
PARD3	CHST3
PARD3	NT5DC3
PARD3	LINC00407
PARD3	XRCC3
PARD3	RPL13
PARD3	ERBB2
PARD3	MORC2-AS1
PARD3	CBR3
ANKRD30A	AC010198.1
AL132657.1	ZNF879
AL132657.1	C20orf202
AL117339.5	AP001528.2
AL356056.2	AGAP9
BX547991.1	C9orf57
FAM25C	AC021491.1
FAM25C	ANKLE1
AC060234.1	CES3
TIMM23B	C2orf42
TIMM23B	B4GALNT3
TIMM23B	DNAJC3-DT
AL353784.1	AL358472.5
AL353784.1	PIGC
AL353784.1	AL354771.1
AL353784.1	ZBTB20-AS1
AL353784.1	KCNMB2-AS1
AL353784.1	AC026746.1
AL353784.1	AC090138.1
AL353784.1	APOA1-AS
AL353784.1	NUDT13
AL353784.1	GLIPR1L1
AL353784.1	MYO16-AS1
ZWINT	AC104170.1
ZWINT	FYTTD1
ZWINT	CENPU
ZWINT	AL162254.1
ZWINT	AC023794.4
ZWINT	LRRC74A
ZWINT	AC040934.1
ZWINT	ZNF234
PHYHIPL	PINK1-AS
PHYHIPL	TP53I3
PHYHIPL	PAIP2B
PHYHIPL	PLSCR4
PHYHIPL	GMNN
FAM13C	TRIM71
FAM13C	PDGFRB
FAM13C	MTUS1
FAM13C	TG
FAM13C	OPA3
SLC16A9	SLC16A6
CABCOCO1	CCNB3
ARID5B	ELP6
ARID5B	HSD17B13
ARID5B	GNL1
ARID5B	UBE2D4
ARID5B	AC090114.2
ARID5B	ZNF425
ARID5B	FBXO32
ARID5B	NDRG1
ARID5B	IDNK
ARID5B	TMEM8A
ZNF365	LINC00862
ZNF365	KIF15
ZNF365	TEX15
ZNF365	SLC25A45
AC024600.1	HPDL
AC024600.1	CLEC18C
AC024600.1	NT5M
CTNNA3	RARRES1
CTNNA3	AC110296.1
CTNNA3	AC139722.1
CTNNA3	HHIP
CTNNA3	CCDC192
CTNNA3	CLDN20
CTNNA3	TMEM140
CTNNA3	AC073336.1
CTNNA3	AC012349.1
CTNNA3	PITRM1-AS1
CTNNA3	ACSM6
CTNNA3	DDN-AS1
CTNNA3	ACOT6
CTNNA3	NTRK3-AS1
CTNNA3	AC135178.3
CTNNA3	OSBPL7
CTNNA3	RNFT1-DT
HKDC1	SGPP2
HKDC1	SERPINI2
HKDC1	C5orf30
HKDC1	AL139275.1
HKDC1	ZNF555
HKDC1	SLC7A9
HK1	PLEKHG2
NODAL	AC034228.1
PCBD1	NOL7
PCBD1	ASH2L
PCBD1	LLPH
AC073176.3	TDRD10
AC073176.3	PAX6
AC073176.3	NR1H4
AC073176.3	PTCSC3
AC073176.3	NPIPA7
CHST3	AC012363.1
CHST3	KLF9
CHST3	PHYHD1
CHST3	ANO3
CHST3	PHYHIPL
CHST3	RPL13
CHST3	PVALEF
DDIT4	LMCD1
DDIT4	BSN
DDIT4	AC097534.2
DDIT4	SLC6A8
DDIT4	BNIP3
DDIT4	POLR3B
DDIT4	FAM174B
OIT3	AL365181.2
P4HA1	FRMD3
MRPS16	FHL3
MRPS16	CYB561D1
AC073389.2	DUSP12
PLAU	GRHL3
PLAU	SHC1
PLAU	PCDHB3
PLAU	GLI3
PLAU	AC093673.2
PLAU	CD99
PLAU	HEMGN
PLAU	PLCB3
PLAU	C11orf65
PLAU	EMP1
PLAU	TRPV4
PLAU	TMEM63C
PLAU	LINC01852
PLAU	AJ003147.2
PLAU	GPR139
AC022540.1	AC092747.1
VDAC2	SCG2
AC010997.3	RFLNB
KCNMA1-AS1	B3GNT5
KCNMA1-AS1	AC006019.3
KCNMA1-AS1	SLC16A3
KCNMA1-AS3	AC114546.1
DLG5	TBX19
DLG5	NEMP2
DLG5	C4orf33
DLG5	CDYL
DLG5	TRIL
DLG5	HABP4
DLG5	HDAC7
DLG5	MAP3K14
DLG5	SEPT9
DLG5	STK35
DLG5	SBNO2
DLG5	ZNF274
DLG5	SEC14L2
AC012560.1	EEF1AKMT2
AL132656.2	AL138820.1
SFTPD-AS1	AL121790.1
SFTPD-AS1	CHKB-DT
SFTPD-AS1	LINC01424
MINPP1	L3HYPDH
PAPSS2	AC113383.1
STAMBPL1	NPHP1
IFIT1	EPSTI1
AL391704.2	ADCK5
AL391704.2	HMGA2
LINC00502	AC022211.2
FFAR4	AL590787.1
RBP4	C3orf80
RBP4	CARTPT
RBP4	KCNV1
AL358154.1	AC083805.2
AL358154.1	AL590096.1
SLC35G1	C12orf45
PDLIM1	KRTAP5-11
PDLIM1	LINC00944
SORBS1	BMP8B
SORBS1	YIPF1
SORBS1	MFAP3L
SORBS1	AGA
SORBS1	RNF144B
SORBS1	PDGFA
SORBS1	PPP2CB
SORBS1	ACER2
SORBS1	AL359091.1
SORBS1	TRAF6
SORBS1	COLCA2
SORBS1	AC025263.2
SORBS1	MYRFL
SORBS1	RAB26
SORBS1	MPPE1
SORBS1	NKX2-2
SORBS1	ZBTB21
AL365273.2	ENTPD1
OPALIN	DAAM2
PGAM1	STMN4
PGAM1	DUSP26
PGAM1	ATP7B
UBTD1	SLC6A9
CRTAC1	EXTL1
CRTAC1	TMEM45A
CRTAC1	AGBL1
CPN1	AC005775.1
AL138921.1	AC022601.1
AL138921.1	STAP2
CWF19L1	ELOVL4
OLMALINC	GLI2
FBXW4	FSHR
FBXW4	SNRNP27
C10orf95	PTGER3
C10orf95	TMEM183A
C10orf95	AC008906.2
C10orf95	FAM120AOS
C10orf95	Z69720.1
C10orf95	AC005332.5
C10orf95	AL034549.1
PCGF6	SMNDC1
ATP5MD	AC011477.4
NEURL1-AS1	AC087379.2
NEURL1-AS1	AL138762.1
NEURL1-AS1	C19orf73
CFAP58	SH2D3C
AL139120.1	CSNK1G1
AL139120.1	AL031594.1
AFAP1L2	AC114763.1
AFAP1L2	RAB17
AFAP1L2	FLNB
AFAP1L2	AC107204.1
AFAP1L2	AC092910.3
AFAP1L2	HRASLS
AFAP1L2	CPEB2-DT
AFAP1L2	POU3F2
AFAP1L2	COX19
AFAP1L2	POU6F2
AFAP1L2	AFF2
AFAP1L2	C9orf24
AFAP1L2	CNTFR
AFAP1L2	AAED1
AFAP1L2	DTX4
AFAP1L2	CHST15
AFAP1L2	TNS2
AFAP1L2	JDP2
AFAP1L2	MVP
AFAP1L2	VPS9D1
AFAP1L2	GATD3B
SHTN1	ST18
SLC18A2	PAX8
AL391988.1	HESX1
AL391988.1	SPATA24
AL391988.1	GPR68
AL391988.1	CCDC85C
AL391988.1	VPS33B-DT
AL391988.1	FECH
AL391988.1	ZNF723
EMX2OS	EMX2
BAG3	NFKBIZ
BAG3	ADCK1
PLPP4	ERRFI1
PLPP4	ASAP3
PLPP4	MPP6
PLPP4	AC004522.2
PLPP4	RALGDS
PLPP4	BAG3
PLPP4	AC079950.1
PLPP4	B3GLCT
PLPP4	SUSD6
PLPP4	IFI27L1
PLPP4	TMEM266
LINC01561	UBE2Q2L
AC010998.2	RBM5-AS1
AC010998.1	C1orf141
AC010998.1	AL035409.1
AC010998.1	SATB2-AS1
AC010998.1	AC069277.1
AC010998.1	MYL5
AC010998.1	C5orf49
AC010998.1	NUP62CL
AC010998.1	AC009812.4
AC010998.1	MRVI1
AC010998.1	ITIH5
AC010998.1	AC024257.1
AC010998.1	TDRD12
AC010998.1	SCUBE1
AC010998.1	TCP10L
DMBT1	MIR381HG
CHST15	TSPAN11
FAM53B-AS1	FSIP2-AS1
EEF1AKMT2	AC010501.1
EEF1AKMT2	UFSP1
LINC00601	GCLM
FAM196A	UBXN8
FAM196A	RASGRP1
FAM196A	TUBB6
CLRN3	BX004987.1
JAKMIP3	HS1BP3
JAKMIP3	PCDHB9
DPYSL4	RTN4RL2
LRRC27	UFL1-AS1
INPP5A	C4orf46
INPP5A	CPNE5
INPP5A	TAF6L
ADAM8	AC005393.1
CALY	ARHGDIG
AC004803.1	CACNA1C-AS1
AC004672.1	MNX1
ADIPOR2	TSPYL2
LRTM2	NYAP2
LRTM2	YIPF7
LRTM2	EGFL7
FKBP4	SP140
FKBP4	TSPYL4
FKBP4	KPTN
FKBP4	PTOV1
TEX52	CCDC141
TEX52	C9orf43
TEX52	AC020704.1
TEX52	BFSP1
FOXM1	MYO5B
TULP3	KLC4
TEAD4	SPATA12
TEAD4	CD38
TEAD4	MET
TEAD4	AC007923.4
CCND2	RIMKLA
CCND2	DUSP8
DYRK4	AC112487.1
DYRK4	LINC01323
DYRK4	SUN3
DYRK4	ABCD1
DYRK4	AC067838.1
DYRK4	DCAF4L2
DYRK4	PROSER2
DYRK4	AC103740.1
DYRK4	TEKT5
DYRK4	AC018554.1
DYRK4	AIFM3
KCNA1	AC006063.2
AC006206.2	CPSF4
AC006206.2	RAG1
AC006206.2	TRADD
AC006206.2	AL035448.1
AC006206.2	AC063977.3
AC007848.1	AC008083.2
CD9	M6PR
TNFRSF1A	PODXL
TNFRSF1A	FABP5
MRPL51	RABIF
MRPL51	DLK2
MRPL51	MRM2
GAPDH	TRAPPC3
GAPDH	SLC16A1
GAPDH	SLC39A1
GAPDH	CHCHD5
GAPDH	NDUFAF3
GAPDH	SMIM29
GAPDH	FABP5
GAPDH	TPI1
GAPDH	UBC
GAPDH	THTPA
GAPDH	CKB
GAPDH	SERF2
GAPDH	AC027682.4
GAPDH	RNF126
GAPDH	RAD23A
GAPDH	C19orf53
GAPDH	BAX
IFFO1	KIF18B
NOP2	COX16
NOP2	AC009159.3
ACRBP	AL589765.1
ACRBP	C4orf36
MLF2	AC108673.3
MLF2	ABCF3
MLF2	NUDT11
MLF2	AC110285.6
MLF2	SF3A1
LAG3	AL445493.2
GPR162	FADS3
GPR162	TMEM200C
GPR162	CTSA
CDCA3	AC002454.1
TPI1	PGK1
TPI1	OTUB1
TPI1	PGAM1
ENO2	NBL1
ENO2	CA11
C12orf57	KIAA2013
C12orf57	AC239585.2
C12orf57	OTUB1
C12orf57	AL161772.1
EMG1-1	OSTF1
RBP5	S100A2
RBP5	NCAPH
RBP5	KCNE4
RBP5	LINC02265
RBP5	CXorf58
RBP5	AP002748.4
RBP5	FAM25C
RBP5	GAS6-AS1
CLEC4C	SEMA4A
CLEC4C	AC004690.2
CLEC4C	PSMA8
SLC2A3	CNTNAP1
C3AR1	C1orf109
C3AR1	OR2T6
C3AR1	ACKR4
C3AR1	PKHD1
C3AR1	CHRM2
C3AR1	LACTB2-AS1
C3AR1	CTSV
C3AR1	LINC00944
AC006581.1	CADM3-AS1
AC006581.1	TRIM17
AC006581.1	CLTRN
AC006581.1	AL109761.1
PZP	ITFG2-AS1
KLRF1	LINC01800
KLRF1	AC004816.1
CLEC2A	LINC02470
CLEC12A	TRAPPC12-AS1
CLEC12A	AC098864.1
CLEC12A	HTR4
KLRD1	IQCJ-SCHIP1
KLRD1	MGAM
KLRD1	HRH4
AC022075.2	AC139795.3
KLRC4-KLRK1	AC068775.1
AC068775.1	KLRC2
STYK1	DDN
STYK1	OSGIN1
AC244131.2	LINC01252
BCL2L14	NECAP2
BCL2L14	KDM4A-AS1
BCL2L14	EFCAB14-AS1
BCL2L14	KIF26B-AS1
BCL2L14	AC013472.2
